# text	codes
单	do' / do;s / uo#38 / vo#37 / uo;s, / vo;s,
单一	do yn
单丝不成线	do sn bj vi xc
单个	do ge
单亲	do qm
单人床	do rz vg
单价	do jw
单传	do vh
单位	do wp
单元	do yh'
单兵	do bl
单兵作战	do bl zu io
单凭	do pl
单刀直入	do da in rj
单刀赴会	do da fj hk
单列	do lv
单号	do ha
单名	do ml
单向	do xg
单字	do zn
单引号	do ym ha
单恋	do lc
单手	do ut
单指	do in
单挑	do tr
单据	do jj
单排	do px
单数	do uj
单方	do fs
单方面	do fs mc
单日	do rn
单曲	do qj
单机	do jn
单杠	do gs
单枪匹马	do qg pn my
单核	do he
单独	do dj
单相思	do xg sn
单眼	do yo
单眼皮	do yo pn
单程	do vi
单纯	do vd
单腿	do tk
单色	do se
单薄	do ba'
单行	do xl
单行道	do xl da
单词	do cn
单调	do dr
单身	do uz
单车	do ve
单轨	do gk
单边	do bc
单选	do xh
单间	do jc
卖	mx' / mx;w
卖主	mx ij'
卖乖	mx gl
卖俏	mx qr
卖儿鬻女	mx ah yj nk
卖出	mx vj
卖力	mx ln
卖命	mx ml
卖唱	mx vs
卖国	mx gu
卖国求荣	mx gu qb rq
卖完	mx wo
卖官鬻爵	mx gh yj jf
卖家	mx jw'
卖座	mx zu
卖弄	mx nq
卖报	mx ba
卖掉	mx dr
卖春	mx vd
卖淫	mx ym
卖淫嫖娼	mx ym pr vs
卖点	mx dc'
卖狗皮膏药	mx gt pn ga ya
卖男鬻女	mx no yj nk
卖票	mx pr'
卖空	mx kq
卖笑	mx xr
卖给	mx gp
卖艺	mx yn
卖萌	mx mi
卖身	mx uz
卖身投靠	mx uz tt ka
卖钱	mx qc
南	no, / no;f
南下	no xw
南亚	no yy
南京	no jl
南京大学	no jl dy xf
南充	no vq
南北	no bp
南半球	no bo qb
南回归线	no hk gk xc
南国风光	no gu fi gg
南宁	no nl
南宫	no gq
南山	no uo
南岳	no yf
南开	no kx
南开大学	no kx dy xf
南征北战	no ii bp io
南拳	no qh
南拳北腿	no qh bp tk
南斯拉夫	no sn ly fj
南方	no fs
南无	no wj
南无阿弥陀佛	no wj ay mn tu fu
南昌	no vs
南来北往	no lx bp ws
南极	no jn
南极洲	no jn it
南柯一梦	no ke yn mi
南欧	no oj
南段	no dh
南沙群岛	no uy qd da
南洋	no ys
南海	no hx
南瓜	no gw
南疆	no jg
南站	no io
南美	no mp
南美洲	no mp it
南腔北调	no qg bp dr
南航	no hs
南路	no lj
南辕北辙	no yh bp ie
南边	no bc
南部	no bj
南门	no mz
南非	no fp
南韩	no ho
南风	no fi
博	bu' / bu;g
博取	bu qj
博古通今	bu gj tq jm
博士	bu un
博士学位	bu un xf wp
博大精深	bu dy jl uz
博学	bu xf
博学多才	bu xf du cx
博客	bu ke
博弈	bu yn
博彩	bu cx
博得	bu de
博爱	bu an
博物馆	bu wj gh
博而不精	bu ah bj jl
博茨瓦纳	bu cn wy ny
博览会	bu lo hk
博览群书	bu lo qd uj
博闻强记	bu wz qg jn
博闻强识	bu wz qg un
博鳌	bu au
卜	bj#7 / bj;o
卜卦	bj gw
卞	bc#15 / bc;s
卟	bj#14 / bj;l
占	io' / io;z
占了	io le
占位	io wp
占便宜	io pc yn
占卜	io bj
占地	io dn
占尽	io jm
占据	io jj
占有	io yt
占比	io bn
占用	io yq
占着茅坑不拉屎	io ie ma ki bj ly un
占领	io ll
卡	ky / ky;f / qw#7 / qw;f
卡住	ky ij
卡号	ky ha
卡塔尔	ky ty ah
卡壳	ky ke
卡子	ky zn
卡死	ky sn
卡片	ky pc
卡车	ky ve
卡迪拉克	ky dn ly ke
卡通	ky tq
卡顿	ky dd
卢	lj#7 / lj;m
卢森堡	lj sz ba
卢甘斯克	lj go sn ke
卣	yt#37 / yt;n'
卤	lj#15 / lj;t
卤汁	lj in'
卤肉	lj rt
卤菜	lj cx
卦	gw#5 / gw;i
卧	wu#6 / wu;r
卧倒	wu da
卧冰求鲤	wu bl qb ln
卧室	wu un
卧射	wu ue
卧床	wu vg
卧床不起	wu vg bj qn
卧底	wu dn
卧榻	wu ty
卧榻之上	wu ty in us
卧槽	wu ca
卧病	wu bl
卧病在床	wu bl zx vg
卧薪尝胆	wu xm vs do
卧虎藏龙	wu hj cs lq
卧轨	wu gk
卧铺	wu pj
卧龙	wu lq
卫	wp#12 / wp;s
卫冕	wp mc'
卫星	wp xl
卫生	wp ui
卫生间	wp ui jc
卫视	wp un
卬	as. / as;y
卮	in#58 / in;c,
卯	ma#12 / ma;m
印	ym#5 / ym;e
印刷	ym uw
印堂	ym ts
印尼	ym nn
印度	ym dj
印度洋	ym dj ys
印染	ym ro
印着	ym ie
印章	ym is
印第安	ym dn ar
印第安人	ym dn ar rz
印花	ym hw
印记	ym jn
印证	ym ii
印象	ym xg
印象中	ym xg iq
印象深刻	ym xg uz ke
印钞	ym va
危	wp#18 / wp;q
危在旦夕	wp zx do xn
危地马拉	wp dn my ly
危如累卵	wp rj lp lh
危害	wp hx
危急关头	wp jn gh tt
危急时刻	wp jn un ke
危机	wp jn
危机四伏	wp jn sn fj
危机重重	wp jn iq iq
危言耸听	wp yo sq tl
危险	wp xc
危险性	wp xc xl
危险期	wp xc qn
即	jn' / jn;x
即使	jn un'
即便如此	jn bc rj cn
即兴发挥	jn xl fy hk
即将	jn jg
即席	jn xn
即日	jn rn
却	qf / qf;i
却不	qf bj
却不知	qf bj in
却之不恭	qf in bj gq
却也	qf ye
却又	qf yt
却在	qf zx
却没	qf mp
却能	qf ni
却被	qf bp
却要	qf ya
却让	qf rs
却说	qf uu
卵	lh' / lh;i
卵子	lh zn
卵巢	lh va
卷	jh / jh;j
卷入	jh rj
卷动	jh dq
卷发	jh fy
卷土重来	jh tj vq lx
卷宗	jh zq
卷尺	jh vn
卷曲	jh qj
卷标	jh br
卷毛	jh ma
卷烟	jh yo
卷纸	jh in
卷舌	jh ue
卷轴	jh it
卷进	jh jm
卸	xv#15 / xv;s
卸任	xv rz
卸妆	xv ig
卸掉	xv dr
卸磨杀驴	xv mu uy lk
卸货	xv hu
卸车	xv ve
卸载	xv zx
卺	jm#42
卻	qf#12 / qf;r
卿	ql#9 / ql;o
卿卿我我	ql ql wu wu
厂	vs#5 / vs;e
厂商	vs us
厂址	vs in
厂子	vs zn,
厂家	vs jw
厂房	vs fs
厂里	vs ln'
厂长	vs is
厄	ee#7 / ee;z
厄尔尼诺	ee ah nn nu
厄瓜多尔	ee gw du ah
厄立特里亚	ee ln te ln yy
厄运	ee yd
厅	tl. / tl;e
厅堂	tl ts
厅局	tl jj
历	ln#10 / ln;y
历代	ln dx
历历在目	ln ln zx mj
历史	ln un
历史学	ln un xf
历史学家	ln un xf jw
历朝	ln va
历来	ln lx
历次	ln cn
历程	ln vi
历练	ln lc
历经	ln jl
厉	ln#14 / ln;z
厉兵秣马	ln bl mu my
厉声	ln ui
厉害	ln hx
厉害了	ln hx le
厉害吧	ln hx by
厉行节约	ln xl jv yf
厉鬼	ln gk
压	yy' / yy;l
压价	yy jw
压低	yy dn
压住	yy ij
压倒	yy da
压倒一切	yy da yn qv
压倒性	yy da xl
压制	yy in
压力	yy ln
压在	yy zx
压垮	yy kw
压岁钱	yy sk qc
压弯	yy wo
压强	yy qg
压扁	yy bc
压抑	yy yn
压断	yy dh
压服	yy fj
压根	yy gz
压根儿	yy gz ah
压根就	yy gz jb
压榨	yy iy
压死骆驼的最后一根稻草	yy sn lu tu de zk ht yn gz da ca
压着	yy ie
压碎	yy sk
压缩	yy su
压迫	yy pu
压阵	yy iz
压马路	yy my lj
厌	yo#17 / yo;j
厌倦	yo jh
厌恨	yo hz
厌恶	yo ee
厌烦	yo fo
厍	ue#17 / ue;t
厕	ce#5 / ce;o
厕所	ce su
厕纸	ce in
厕足其间	ce zj qn jc
厕身其间	ce uz qn jc
厖	ms#10 / ms;r
厘	ln#22 / ln;c
厘米	ln mn
厚	ht' / ht;y
厚厚	ht ht
厚古薄今	ht gj ba jm
厚度	ht dj
厚德载物	ht de zx wj
厚恩	ht er
厚望	ht ws
厚此薄彼	ht cn ba bn
厚爱	ht an
厚着脸皮	ht ie lc pn
厚礼	ht ln
厚积薄发	ht jn ba fy
厚葬	ht zs
厚薄	ht ba
厚道	ht da
厚重	ht iq
厚颜无耻	ht yo wj vn
厝	cu#7 / cu;f
原	yh' / yh;x
原产	yh vo
原件	yh jc
原价	yh jw
原位	yh wp
原作	yh zu
原值	yh in
原先	yh xc
原则	yh ze
原创	yh vg
原判	yh po
原原本本	yh yh bz bz
原名	yh ml
原告	yh ga
原唱	yh vs
原因	yh ym
原图	yh tj
原地	yh dn
原地踏步	yh dn ty bj
原始	yh un
原委	yh wp'
原子弹	yh zn do
原子能	yh zn ni
原定	yh dl
原封	yh fi
原封不动	yh fi bj dq
原帖	yh tv
原形毕露	yh xl bn lj
原想	yh xg
原文	yh wz
原料	yh lr
原有	yh yt
原本	yh bz
原材料	yh cx lr
原来	yh lx
原来如此	yh lx rj cn
原来是	yh lx un
原汁原味	yh in yh wp
原煤	yh mp
原版	yh bo
原班人马	yh bo rz my
原理	yh ln
原生	yh ui
原籍	yh jn
原色	yh se
原装	yh ig
原话	yh hw
原谅	yh lg
原貌	yh ma
原路	yh lj
原配	yh pp
原野	yh ye
厢	xg#18 / xg;n
厣	yo#51 / yo;r,
厥	jf#6 / jf;i
厦	uy#9 / uy;w / xw#22 / xw;w
厦门	uy mz
厦门大学	uy mz dy xf
厨	vj#8 / vj;o
厨师	vj un
厨房	vj fs
厩	jb#18 / jb;c
厮	sn#17 / sn;m
厮打	sn dy
厮杀	sn uy
厮混	sn hd
去	qj / qj;s
去一次	qj yn cn
去不了	qj bj le
去不去	qj bj qj
去也匆匆	qj ye cq cq
去伪存真	qj wp cd iz
去向	qj xg
去吗	qj my
去年	qj nc
去年同期	qj nc tq qn
去掉	qj dr
去日	qj rn
去死	qj sn
去留	qj lb
去皮	qj pn
去粗取精	qj cj qj jl
去芜存菁	qj wj cd jl
去路	qj lj
去过	qj gu
去除	qj vj
厾	dj#25 / dj;q'
县	xc#5 / xc;j
县令	xc ll
县城	xc vi'
县委书记	xc wp uj jn
县官	xc gh
县政府	xc ii fj
县衙	xc yy
县镇	xc iz
县长	xc is
叁	so. / so;j
参	co' / co;f / uz#37 / uz;f'
参与	co yj
参与度	co yj dj
参军	co jd
参加	co jw
参半	co bo
参天	co tc
参展	co io
参差	co cn
参差不一	co cn bj yn
参差不齐	co cn bj qn
参差错落	co cn cu lu
参悟	co wj
参政	co ii
参数	co uj
参杂	co zy
参演	co yo
参照	co ia
参看	co ko
参禅	co vo
参考	co ka
参股	co gj
参见	co jc
参观	co gh
参谋	co mt
参赛	co sx
参赞	co zo
参选	co xh
参透	co tt
参阅	co yf
叆	an#23 / an;y'
叇	dx#22
又	yt' / yt;i
又不	yt bj
又不是	yt bj un
又冷又饿	yt li yt ee
又好气又好笑	yt ha qn yt ha xr
又得	yt de
又惊又喜	yt jl yt xn
又有几个	yt yt jn ge
又来了	yt lx le
又爱又恨	yt an yt hz
又称	yt vi
又累又困	yt lp yt kd
又臭又硬	yt vt yt yl
又要	yt ya
又该	yt gx
又说	yt uu
叉	vy#6 / vy;z
叉子	vy zn
叉烧	vy ua
叉腰	vy ya
叉车	vy ve
及	jn / jn;a
及时	jn un
及时行乐	jn un xl le
友	yt#8 / yt;j
友善	yt uo
友好	yt ha
友情	yt ql
友爱	yt an
友谊	yt yn
友邦	yt bs
友邻	yt lm
双	ug / ug;o
双下巴	ug xw by
双乳	ug rj
双亡	ug ws
双人	ug rz
双人床	ug rz vg
双份	ug fz
双休	ug xb
双倍	ug bp
双全	ug qh
双关	ug gh
双击	ug jn
双刃剑	ug rz jc
双剑合璧	ug jc he bn
双双	ug ug
双号	ug ha
双向	ug xg
双唇	ug vd
双喜临门	ug xn lm mz
双子座	ug zn zu
双宿双飞	ug sj ug fp
双层	ug ci
双峰	ug fi
双开	ug kx
双引号	ug ym ha
双形	ug xl
双手	ug ut
双打	ug dy
双拳难敌四手	ug qh no dn sn ut
双拼	ug pm
双拼加形	ug pm jw xl
双拼双亲	ug pm ug qm
双排	ug px
双数	ug uj
双料	ug lr
双方	ug fs
双曲线	ug qj xc
双杠	ug gs
双栖	ug qn
双核	ug he
双目	ug mj
双目失明	ug mj un ml
双眉	ug mp
双眉紧蹙	ug mp jm cj
双眸	ug mt
双眼	ug yo
双眼皮	ug yo pn
双管齐下	ug gh qn xw
双簧	ug hg
双线	ug xc
双耳	ug ah
双肩	ug jc
双胞胎	ug ba tx
双脚	ug jr
双腿	ug tk
双臂	ug bn
双色	ug se
双节棍	ug jv gd
双薪	ug xm
双规	ug gk
双赢	ug yl
双足	ug zj
双边	ug bc
双重	ug iq
双雄	ug xq
双面	ug mc
双面胶	ug mc jr
双颊	ug jw
双飞	ug fp
双鱼座	ug yj zu
双龙	ug lq
反	fo / fo;b
反义词	fo yn cn
反之	fo in
反之亦然	fo in yn ro
反倒	fo da
反光	fo gg
反其道而行之	fo qn da ah xl in
反击	fo jn
反动	fo dq
反反复复	fo fo fj fj
反向	fo xg
反咬一口	fo ya yn kt
反唇相讥	fo vd xg jn
反复	fo fj
反复无常	fo fj wj vs
反客为主	fo ke wp ij
反对	fo dk
反对党	fo dk ds
反对派	fo dk px
反射	fo ue
反差	fo vy'
反常	fo vs
反应	fo yl
反弹	fo to
反思	fo sn
反恐	fo kq
反感	fo go
反戈	fo ge
反戈一击	fo ge yn jn
反戈相向	fo ge xg xg
反手	fo ut
反扑	fo pj
反扒	fo by
反打	fo dy
反抗	fo ks
反政府	fo ii fj
反方	fo fs
反映	fo yl'
反映了	fo yl le
反查	fo vy
反正	fo ii
反比	fo bn
反治其身	fo in qn uz
反目	fo mj
反目成仇	fo mj vi vt
反省	fo xl
反编译	fo bc yn
反而	fo ah
反腐	fo fj'
反腐倡廉	fo fj vs lc
反讽	fo fi
反诉	fo sj
反误了卿卿性命	fo wj le ql ql xl ml
反败为胜	fo bx wp ui
反贼	fo zp
反超	fo va
反躬自省	fo gq zn xl
反躬自问	fo gq zn wz
反转	fo ih
反过来	fo gu lx
反问	fo wz
反间之计	fo jc in jn
反面	fo mc
反面人物	fo mc rz wj
反面教材	fo mc jr cx
反馈	fo kk
反驳	fo bu
发	fy / fy;s
发不出	fy bj vj
发了	fy le
发了一个	fy le yn ge
发了个	fy le ge
发亮	fy lg
发人深思	fy rz uz sn
发人深省	fy rz uz xl
发件	fy jc
发作	fy zu
发信	fy xm
发光	fy gg
发出	fy vj
发函	fy ho
发到	fy da
发力	fy ln
发动	fy dq
发动机	fy dq jn
发卡	fy ky
发发牢骚	fy fy la sa
发号施令	fy ha un ll
发呆	fy dx
发售	fy ut
发嗲	fy dw
发图	fy tj
发型	fy xl'
发奋	fy fz
发奖	fy jg
发家	fy jw
发家致富	fy jw in fj
发射	fy ue
发小	fy xr
发展	fy io
发展中	fy io iq
发展中国家	fy io iq gu jw
发布	fy bj
发帖	fy tv
发廊	fy ls
发怒	fy nj
发情	fy ql
发愁	fy vt
发愣	fy li
发愤忘食	fy fz ws un
发扬	fy ys
发扬光大	fy ys gg dy
发抖	fy dt
发挥	fy hk
发挥作用	fy hk zu yq
发放	fy fs
发散	fy so
发散思维	fy so sn wp
发散性	fy so xl
发文	fy wz
发明	fy ml
发昏	fy hd
发春	fy vd
发晕	fy yd
发暗	fy ar
发条	fy tr
发来	fy lx
发榜	fy bs
发水	fy uk
发油	fy yt
发泄	fy xv
发源地	fy yh dn
发火	fy hu
发烧	fy ua
发烫	fy ts
发热	fy re
发牌	fy px
发牢骚	fy la sa
发狂	fy kg
发狠	fy hz
发现	fy xc
发现了	fy xc le
发现问题	fy xc wz tn
发球	fy qb
发生	fy ui
发生关系	fy ui gh xn
发电	fy dc
发疯	fy fi
发病	fy bl
发白	fy bx
发祥地	fy xg dn
发票	fy pr
发福	fy fj
发稿	fy ga
发红	fy hq
发给	fy gp
发育	fy yj
发胖	fy ps
发脾气	fy pn qn
发自	fy zn
发芽	fy yy
发落	fy lu
发蒙	fy mi
发虚	fy xj
发行	fy xl
发行版	fy xl bo
发表	fy br
发觉	fy jf
发言	fy yo
发言人	fy yo rz
发言权	fy yo qh
发誓	fy un
发话	fy hw
发财	fy cx
发货	fy hu'
发起	fy qn
发软	fy rh
发达	fy dy
发达国家	fy dy gu jw
发还	fy hh
发迹	fy jn
发送	fy sq
发配	fy pp
发酵	fy jr
发酸	fy sh
发钱	fy qc
发错	fy cu
发错了	fy cu le
发难	fy no
发霉	fy mp'
发霉了	fy mp le
发音	fy ym
发颤	fy vo
发骚	fy sa
发黄	fy hg
发黑	fy hp
叔	uj#8 / uj;c
叔叔	uj uj
叕	iu#19 / iu;z'
取	qj, / qj;z
取下	qj xw
取之不尽	qj in bj jm
取之于民	qj in yj mm
取之有道	qj in yt da
取乐	qj le
取代	qj dx
取信	qj xm
取信于民	qj xm yj mm
取决	qj jf
取决于	qj jf yj
取名	qj ml
取回	qj hk
取大优先	qj dy yt xc
取巧	qj qr
取得	qj de
取得了	qj de le
取悦	qj yf
取暖	qj nh
取样	qj ys
取款	qj kh
取消	qj xr
取消了	qj xr le
取用	qj yq
取经	qj jl
取缔	qj dn
取而代之	qj ah dx in
取胜	qj ui
取舍	qj ue
取证	qj ii
取货	qj hu
取走	qj zt
取钱	qj qc
取长补短	qj vs bj dh
受	ut' / ut;e
受不了	ut bj le
受之有愧	ut in yt kk
受人之托	ut rz in tu
受伤	ut us'
受凉	ut lg
受到	ut da
受制于	ut in yj
受制于人	ut in yj rz
受困	ut kd
受宠	ut vq
受宠若惊	ut vq ru jl
受害	ut hx
受寒	ut ho
受尽	ut jm
受得了	ut de le
受惊	ut jl
受托	ut tu
受挫	ut cu
受损	ut sd
受控	ut kq
受此影响	ut cn yl xg
受气包	ut qn ba
受潮	ut va
受热	ut re
受理	ut ln'
受用	ut yq
受益匪浅	ut yn fp qc
受益良多	ut yn lg du
受穷	ut qq
受累	ut lp
受罪	ut zk
受聘	ut pm
受苦	ut kj
受苦受难	ut kj ut no
受虐	ut nf
受训	ut xd
受贿	ut hk'
受过	ut gu
受阻于	ut zj yj
受限于	ut xc yj
受限制	ut xc in
受难	ut no
受骗	ut pc
变	bc, / bc;y
变为	bc wp
变了	bc le
变体	bc tn
变作	bc zu
变傻	bc uy
变冷	bc li
变动	bc dq
变化	bc hw
变化多端	bc hw du dh
变化无穷	bc hw wj qq
变卖	bc mx
变卦	bc gw
变压	bc yy
变压器	bc yy qn
变坏	bc hl
变声	bc ui
变大	bc dy
变天	bc tc
变小	bc xr
变差	bc vy
变幻无常	bc hh wj vs
变幻莫测	bc hh mu ce
变弱	bc ru
变强	bc qg
变形	bc xl
变得	bc de
变心	bc xm
变快	bc kl
变态	bc tx
变慢	bc mo
变戏法	bc xn fy
变成	bc vi
变招	bc ia
变换	bc hh
变故	bc gj
变数	bc uj
变暖	bc nh
变更	bc gi
变本加厉	bc bz jw ln
变来变去	bc lx bc qj
变样	bc ys
变法	bc fy
变法维新	bc fy wp xm
变焦	bc jr
变现	bc xc
变瘦	bc ut
变盘	bc po
变相	bc xg
变种	bc iq
变老	bc la
变胖	bc ps
变脸	bc lc
变色	bc se
变色龙	bc se lq
变调	bc dr
变身	bc uz
变迁	bc qc'
变通	bc tq
变速	bc sj
变量	bc lg
变阵	bc iz
变革	bc ge
变频	bc pm
叙	xj#8 / xj;v
叙事	xj un'
叙利亚	xj ln yy
叙说	xj uu
叙谈	xj to
叙述	xj uj
叚	xw#21 / xw;u
叛	po. / po;s
叛乱	po lh
叛党	po ds
叛兵	po bl
叛军	po jd
叛变	po bc
叛国	po gu
叛徒	po tj
叛离	po ln
叛贼	po zp
叛逃	po ta
叛逆	po nn
叟	st#5 / st;y
叠	dv, / dv;k
叠加	dv jw'
叠成	dv vi
口	kt / kt;e
口不对心	kt bj dk xm
口不应心	kt bj yl xm
口不择言	kt bj ze yo
口中	kt iq
口令	kt ll
口供	kt gq
口信	kt xm
口出不逊	kt vj bj xd
口出狂言	kt vj kg yo
口口声声	kt kt ui ui
口口相传	kt kt xg vh
口号	kt ha
口吃	kt vn
口吐白沫	kt tj bx mu
口吻	kt wz
口味	kt wp
口哨	kt ua
口头	kt tt
口头上	kt tt us
口头禅	kt tt vo
口头语	kt tt yj
口子	kt zn
口岸	kt ar
口干舌燥	kt go ue za
口径	kt jl
口快	kt kl
口惠而实不至	kt hk ah un bj in
口感	kt go
口才	kt cx
口技	kt jn
口授	kt ut
口无遮拦	kt wj ie lo
口是心非	kt un xm fp
口服	kt fj
口服心服	kt fj xm fj
口服液	kt fj ye
口条	kt tr
口气	kt qn
口气不善	kt qn bj uo
口水	kt uk
口水战	kt uk io
口水话	kt uk hw
口没遮拦	kt mp ie lo
口渴	kt ke
口琴	kt qm
口碑	kt bp
口福不浅	kt fj bj qc
口算	kt sh
口粮	kt lg
口红	kt hq
口罩	kt ia
口腔	kt qg
口腔溃疡	kt qg kk ys
口腔科	kt qg ke
口臭	kt vt
口舌	kt ue
口舌之争	kt ue in ii
口若悬河	kt ru xh he
口蜜腹剑	kt mn fj jc
口袋	kt dx
口角	kt jr
口角春风	kt jr vd fi
口诀	kt jf
口译	kt yn
口试	kt un
口诛笔伐	kt ij bn fy
口语	kt yj
口误	kt wj
口说无凭	kt uu wj pl
口述	kt uj
口音	kt ym
口风	kt fi
口香糖	kt xg ts
口齿不清	kt vn bj ql
口齿伶俐	kt vn ll ln
古	gj, / gj;f
古为今用	gj wp jm yq
古人	gj rz
古今	gj jm
古今中外	gj jm iq wx
古代	gj dx
古典	gj dc
古典主义	gj dc ij yn
古典文学	gj dc wz xf
古刹	gj uy
古城	gj vi
古堡	gj ba
古墓	gj mj
古已有之	gj yn yt in
古巴	gj by
古巴比伦	gj by bn ld
古往今来	gj ws jm lx
古怪	gj gl
古惑仔	gj hu zx
古文	gj wz
古朴	gj pj
古来圣贤皆寂寞	gj lx ui xc jv jn mu
古板	gj bo
古法	gj fy
古灵精怪	gj ll jl gl
古玩	gj wo
古琴	gj qm
古稀之年	gj xn in nc
古筝	gj ii
古老	gj la
古色古香	gj se gj xg
古董	gj dq'
古装	gj ig
古训	gj xd
古语	gj yj
古道热肠	gj da re vs
古里古怪	gj ln gj gl
古钱	gj qc
古铜	gj tq
古铜色	gj tq se
古镇	gj iz
古雅	gj yy
古风	gj fi
古龙	gj lq
句	jj, / jj;r / gt#22 / gt;r'
句句在理	jj jj zx ln
句号	jj ha
句子	jj zn
句尾	jj wp
句斟字酌	jj iz zn iu
句末	jj mu
句法	jj fy
另	ll' / ll;o
另一个	ll yn ge
另一个人	ll yn ge rz
另一位	ll yn wp
另一半	ll yn bo
另一回事	ll yn hk un
另一方面	ll yn fs mc
另一种	ll yn iq
另一面	ll yn mc
另做打算	ll zu dy sh
另册	ll ce
另外	ll wx
另存	ll cd
另存为	ll cd wp
另当别论	ll ds bv ld
另找	ll ia
另有	ll yt
另有企图	ll yt qn tj
另有其人	ll yt qn rz
另有所指	ll yt su in
另有隐情	ll yt ym ql
另案	ll ar
另眼相看	ll yo xg ko
另眼看待	ll yo ko dx
另类	ll lp
另行	ll xl
另装	ll ig
另请高明	ll ql ga ml
另谋	ll mt
另起炉灶	ll qn lj za
另辟蹊径	ll pn qn jl
另选	ll xh
叨	da#12 / da;r / ta#22 / ta;r'
叨叨	da da
叨扰	da ra
叨陪末座	da pp mu zu
叩	kt#5 / kt;i
叩拜	kt bx
叩谢	kt xv
只	in / in;q
只不过	in bj gu
只争朝夕	in ii ia xn
只准	in id
只凭	in pl
只剩	in ui
只卖	in mx
只可惜	in ke xn
只可意会	in ke yn hk
只听	in tl
只因未到伤心处	in ym wp da us xm vj
只好	in ha
只字不提	in zn bj tn
只字未提	in zn wp tn
只怕	in py
只怕有心人	in py yt xm rz
只怪	in gl
只手遮天	in ut ie tc
只是	in un
只是当时已惘然	in un ds un yn ws ro
只有	in yt
只欠东风	in qc dq fi
只此一家	in cn yn jw
只求	in qb
只用	in yq
只盼	in po
只看	in ko
只知其一	in in qn yn
只知其一不知其二	in in qn yn bj in qn ah
只管	in gh
只给	in gp
只缘身在此山中	in yh uz zx cn uo iq
只羡鸳鸯不羡仙	in xc yh ys bj xc xc
只肯	in kz
只能	in ni
只能说	in ni uu
只要	in ya
只要功夫深	in ya gq fj uz
只见树木	in jc uj mj
只言片语	in yo pc yj
只许州官放火	in xj it gh fs hu
只重衣衫不重人	in iq yn uo bj iq rz
只限于	in xc yj
叫	jr / jr;p
叫做	jr zu
叫停	jr tl
叫卖	jr mx
叫唤	jr hh'
叫喊	jr ho
叫嚣	jr xr'
叫嚷	jr rs
叫地地不灵	jr dn dn bj ll
叫声	jr ui
叫天天不应	jr tc tc bj yl
叫春	jr vd
叫来	jr lx
叫法	jr fy
叫着	jr ie
叫绝	jr jf
叫花子	jr hw zn
叫苦	jr kj
叫苦不迭	jr kj bj dv
叫苦连天	jr kj lc tc
叫门	jr mz
叫骂	jr my
召	ia#5 / ia;w / ua#19 / ua;w'
召唤	ia hh
召开	ia kx
召见	ia jc
叭	by#8 / by;v
叮	dl#8 / dl;a
叮咚	dl dq
叮咛	dl nl
叮咬	dl ya
叮嘱	dl ij'
叮当	dl ds
可	ke / ke;w
可上可下	ke us ke xw
可不可以	ke bj ke yn
可不可能	ke bj ke ni
可不就是	ke bj jb un
可不是	ke bj un
可不是吗	ke bj un my
可不要	ke bj ya
可与	ke yj
可与人言无二三	ke yj rz yo wj ah so
可乐	ke le
可乘之机	ke vi in jn
可乘之隙	ke vi in xn
可了不得	ke lr bj de
可亲	ke qm
可以	ke yn
可以了	ke yn le
可以吗	ke yn my
可以攻玉	ke yn gq yj
可以燎原	ke yn lr yh
可以的话	ke yn de hw
可供	ke gq
可信	ke xm
可别	ke bv
可取	ke qj
可取之处	ke qj in vj
可变	ke bc
可口	ke kt
可口可乐	ke kt ke le
可叹	ke to
可否	ke ft
可喜可贺	ke xn ke he
可圈可点	ke qh ke dc
可塑	ke sj
可塑性	ke sj xl
可好	ke ha
可将	ke jg
可就	ke jb
可怕	ke py
可怜	ke lc
可怜之人必有可恨之处	ke lc in rz bn yt ke hz in vj
可恨	ke hz
可恶	ke ee
可悲	ke bp
可惜	ke xn
可惜了	ke xn le
可想而知	ke xg ah in
可憎	ke zi
可控	ke kq
可敬	ke jl
可是	ke un
可曾	ke ci
可有可无	ke yt ke wj
可望不可即	ke ws bj ke jn
可望而不可即	ke ws ah bj ke jn
可歌可泣	ke ge ke qn
可比	ke bn
可比性	ke bn xl
可汗	ke ho
可爱	ke an
可用	ke yq
可看	ke ko
可笑	ke xr
可算	ke sh
可耻	ke vn
可能	ke ni
可能吗	ke ni my
可能吧	ke ni by
可能性	ke ni xl
可行	ke xl
可行性	ke xl xl
可要	ke ya
可见	ke jc
可见一斑	ke jc yn bo
可见度	ke jc dj
可读性	ke dj xl
可调	ke tr
可谓	ke wp
可谓是	ke wp un
可贵	ke gk
可逆	ke nn
可选	ke xh
可遇不可求	ke yj bj ke qb
可靠	ke ka
可靠性	ke ka xl
台	tx' / tx;z
台下	tx xw
台东	tx dq
台前幕后	tx qc mj ht
台北	tx bp
台南	tx no'
台历	tx ln
台商	tx us
台币	tx bn
台式	tx un
台柱	tx ij
台海	tx hx
台湾	tx wo'
台湾岛	tx wo da
台湾省	tx wo ui
台灯	tx di
台球	tx qb
台胞	tx ba
台词	tx cn
台账	tx is
台阶	tx jv
台面	tx mc
台风	tx fi
叱	vn#15 / vn;s
叱咤	vn iy
叱咤风云	vn iy fi yd
史	un#6 / un;f
史无前例	un wj qc ln
右	yt#5 / yt;p
右上角	yt us jr
右下角	yt xw jr
右侧	yt ce
右前方	yt qc fs
右手	yt ut
