# text	codes
Biu	bb
三分之二	sfia / sofzinah
三分天下	sftx / sofztcxw
三分钟	sfiq / sofziq
三匹	sopn
三十	soun
三十六计	sulj / sounlbjn
三十年	sunc / sounnc
三十年河东	sund / sounnchedq
三十年河西	sunx / sounnchexn
三十而立	sual / sounahln
三千	soqc
三句话	sjhw' / sojjhw
三句话不离本行	sjhh / sojjhwbjlnbzhs
三周	soit
三呼万岁	shws / sohjwosk
三四个月	ssgy / sosngeyf
三四十	ssun' / sosnun
三四天	sstc' / sosntc
三四岁	sssk / sosnsk
三四年	ssnc / sosnnc
三四月份	ssyf / sosnyffz
三四点	ssdc / sosndc
三四点钟	ssdi / sosndciq
三围	sowp'
三国	sogu
三国志	sgin / soguin
三国演义	sgyy / soguyoyn
三国鼎立	sgdl / sogudlln
三堂会审	sthu / sotshkuz
三天	sotc
三天三夜说不完	stsw / sotcsoyeuubjwo
三天两头	stlt / sotclgtt
三天打鱼	stdy / sotcdyyj
三头六臂	stlb / sottlbbn
三套	sota
三好学生	shxu / sohaxfui
三妻四妾	sqsq' / soqnsnqv
三姑六婆	sglp / sogjlbpu
三字经	szjl / soznjl
三季度	sjdj' / sojndj
三寸不烂之舌	scbu / socdbjloinue
三寸之舌	sciu / socdinue
三寸金莲	scjl / socdjmlc
三小时	sxun' / soxrun
三层	soci
三岁	sosk
三岁小孩	ssxh / soskxrhx
三岁小孩都知道	ssxd / soskxrhxdtinda
三峡	soxw
三年不开张	snbi / soncbjkxis
三年不鸣	snbm / soncbjml
三年级	snjn, / soncjn
三张	sois
三心两意	sxly / soxmlgyn
三心二意	sxay / soxmahyn
三思	sosn
三思而行	ssax / sosnahxl
三战全胜	siqu / soioqhui
三把火	sbhu / sobyhu
三拳两脚	sqlj / soqhlgjr
三排	sopx
三教九流	sjjl' / sojrjblb
三文鱼	swyj / sowzyj
三方	sofs
三方面	sfmc / sofsmc
三明治	smin / somlin
三星	soxl
三星级	sxjn' / soxljn
三更	sogi
三更半夜	sgby / sogiboye
三更灯火五更鸡	sgdj / sogidihuwjgijn
三月	soyf
三月不知肉味	sybw / soyfbjinrtwp
三月份	syfz / soyffz
三本	sobz
三条路	stlj / sotrlj
三枚	somp
三次	socn
三步并作两步	sbbb / sobjblzulgbj
三民主义	smiy / sommijyn
三流	solb
三灾八难	szbn / sozxbyno
三点	sodc
三班倒	sbda / soboda
三瓶	sopl
三生有幸	suyx / souiytxl
三番五次	sfwc / sofowjcn
三番四次	sfsc / sofosncn
三百	sobx
三百六十行	sblx / sobxlbunxl
三皇五帝	shwd / sohgwjdn
三盆	sopz
三盒	sohe
三盘	sopo
三种	soiq
三等奖	sdjg / sodijg
三篇	sopc
三级	sojn
三纲五常	sgwv / sogswjvs
三维	sowp
三缄其口	sjqk / sojcqnkt
三缺一	sqyn / soqfyn
三聚氰胺	sjqa / sojjqlar
三花聚顶	shjd / sohwjjdl
三观	sogh
三观不正	sgbi / soghbjii
三角	sojr
三角形	sjxl' / sojrxl
三言两语	syly / soyolgyj
三贞九烈	sijl / soizjblv
三足鼎立	szdl / sozjdlln
三轮车	slve / soldve
三辆	solg
三连冠	slgh / solcgh
三通	sotq
三遍	sobc
三部曲	sbqj / sobjqj
三长两短	svld / sovslgdh
三门	somz
三阳开泰	sykt / soyskxtx
三陪	sopp
三顾茅庐	sgml / sogjmalj
三餐	soco
三驾马车	sjmv / sojwmyve
三魂七魄	shqp / sohdqnpu
上	u' / us / use
上一次	uycn / usyncn
上上	usus
上上下下	uuxx / ususxwxw
上上签	uuqc / ususqc
上下	usxw
上下一心	uxyx / usxwynxm
上下五千年	uxwn / usxwwjqcnc
上下其手	uxqu / usxwqnut
上下左右	uxzy / usxwzuyt
上下文	uxwz / usxwwz
上下班	uxbo / usxwbo
上下铺	uxpj / usxwpj
上不去	ubqj / usbjqj
上不着天	ubit / usbjiatc
上个	usge
上个世纪	uguj' / usgeunjn
上了	usle
上了年纪	ulnj / uslencjn
上了贼船	ulzv / uslezpvh
上交	usjr
上传	usvh
上体	ustn
上兵伐谋	ubfm / usblfymt
上冲	usvq
上前	usqc
上升	usui
上午	uswj'
上午好	uwha / uswjha
上半夜	ubye / usboye
上半年	ubnc / usbonc
上半辈子	ubbz / usbobpzn
上半部分	ubbf / usbobjfz
上去	usqj
上古	usgj
上句	usjj
上台	ustx
上司	ussn
上吊	usdr'
上吐下泻	utxx / ustjxwxv
上周	usit
上回	ushk
上图	ustj
上场	usvs
上坟	usfz
上坡	uspu
上天	ustc
上天入地	utrd / ustcrjdn
上天无路	utwl / ustcwjlj
上头	ustt
上学	usxf
上官	usgh
上宾	usbm
上将	usjg
上层	usci
上层建筑	ucji / uscijcij
上屏	uspl
上山	usuo
上山容易下山难	uurn / usuorqynxwuono
上岗	usgs
上岸	usar
上市	usun
上市公司	uugs / usungqsn
上帝	usdn
上帝保佑	udby / usdnbayt
上年	usnc
上年同期	untq' / usnctqqn
上床	usvg
上座	uszu
上当	usds
上当了	udle / usdsle
上当受骗	udup / usdsutpc
上得厅堂	udtt / usdetlts
上情下达	uqxd / usqlxwdy
上房揭瓦	ufjw / usfsjvwy
上手	usut
上扬	usys
上报	usba
上排	uspx
上操	usca
上攻	usgq
上文	uswz
上方	usfs
上无片瓦	uwpw / uswjpcwy
上旬	usxd
上映	usyl
上月	usyf
上有老下有小	uylx / usytlaxwytxr
上期	usqn
上来	uslx
上校	usxr
上桌	usiu
上梁不正下梁歪	ulbw / uslgbjiixwlgwx
上楼	uslt
上榜	usbs
上次	uscn
上气不接下气	uqbq / usqnbjjvxwqn
上流	uslb
上浮	usfj
上海	ushx
上海交大	uhjd / ushxjrdy
上海大学	uhdx / ushxdyxf
上海市	uhun / ushxun
上海师范大学	uhux / ushxunfodyxf
上涨	usis
上游	usyt
上演	usyo
上火	ushu
上班	usbo
上班了	uble' / usbole
上瘾	usym
上百	usbx
上知天文	uitw / usintcwz
上税	usuk
上空	uskq
上窜下跳	ucxt / uschxwtr
上端	usdh
上等	usdi
上等人	udrz / usdirz
上策	usce
上算	ussh
上篇	uspc
上级	usjn
上纲上线	ugux / usgsusxc
上网	usws
上翘	usqr
上联	uslc
上肢	usin
上膛	usts
上色	usse
上苍	uscs
上药	usya
上菜	uscx
上行	usxl
上行下效	uxxx / usxlxwxr
上行下达	uxxd / usxlxwdy
上街	usjv
上衣	usyn
上装	usig
上证	usii
上诉	ussj
上课	uske
上调	usdr
上路	uslj
上身	usuz
上车	usve
上载	uszx'
上辈子	ubzn / usbpzn
上边	usbc
上进	usjm
上述	usuj
上部	usbj
上钩	usgt
上锁	ussu
上门	usmz
上阵	usiz
上阵父子兵	uifb / usizfjznbl
上限	usxc
上面	usmc
上颌	ushe
上颚	usee
上饶	usra
上马	usmy
下	x / xw' / xwp
下一个	xyge / xwynge
下一次	xycn / xwyncn
下一步	xybj / xwynbj
下三滥	xslo / xwsolo
下不为例	xbwl / xwbjwpln
下不来台	xblt / xwbjlxtx
下不着地	xbid / xwbjiedn
下个	xwge
下个世纪	xguj' / xwgeunjn
下个星期	xgxq / xwgexlqn
下个月	xgyf' / xwgeyf
下乘	xwvi
下乡	xwxg
下了	xwle
下令	xwll
下体	xwtn
下作	xwzu
下凡	xwfo
下划线	xhxc / xwhwxc
下列	xwlv
下午	xwwj
下午好	xwha / xwwjha
下午茶	xwvy / xwwjvy
下半夜	xbye' / xwboye
下半年	xbnc / xwbonc
下半辈子	xbbz / xwbobpzn
下半部分	xbbf / xwbobjfz
下单	xwdo
下厨	xwvj
下去	xwqj
下发	xwfy
下句	xwjj
下台	xwtx
下台阶	xtjv / xwtxjv
下同	xwtq
下周	xwit
下周一	xiyn / xwityn
下周三	xiso / xwitso
下周二	xiah / xwitah
下周五	xiwj / xwitwj
下周六	xilb / xwitlb
下周四	xisn / xwitsn
下周日	xirn / xwitrn
下回	xwhk
下回分解	xhfj' / xwhkfzjv
下图	xwtj
下场	xwvs
下坠	xwik
下坡	xwpu
下坡路	xplj / xwpulj
下垂	xwvk
下大力气	xdlq / xwdylnqn
下头	xwtt
下套	xwta
下定	xwdl
下定决心	xdjx / xwdljfxm
下家	xwjw
下层	xwci
下届	xwjv
下属	xwuj
下山	xwuo
下岗	xwgs
下工夫	xgfj, / xwgqfj
下巴	xwby
下床	xwvg
下得厨房	xdvf / xwdevjfs
下情上达	xqud / xwqlusdy
下意识	xyun / xwynun
下意识的	xyud / xwynunde
下手	xwut
下拉	xwly
下排	xwpx
下探	xwto
下文	xwwz
下方	xwfs
下旬	xwxd
下月	xwyf
下来	xwlx
下标	xwbr
下棋	xwqn
下楼	xwlt
下榻	xwty
下次	xwcn
下次吧	xcby / xwcnby
下次见	xcjc / xwcnjc
下毒	xwdj
下水	xwuk
下沉	xwvz
下注	xwij
下流	xwlb
下浮	xwfj
下海	xwhx
下游	xwyt
下滑	xwhw
下潜	xwqc
下班	xwbo
下班了	xble / xwbole
下盘	xwpo
下知地理	xidl / xwindnln
下端	xwdh
下笔	xwbn
下笔千言	xbqy / xwbnqcyo
下笔如有神	xbru / xwbnrjytuz
下笔成章	xbvi / xwbnviis
下等	xwdi
下等人	xdrz' / xwdirz
下策	xwce
下级	xwjn
下结论	xjld' / xwjvld
下联	xwlc
下肢	xwin'
下脚	xwjr
下脚料	xjlr / xwjrlr
下自成蹊	xzvq / xwznviqn
下落	xwlu
下落不明	xlbm / xwlubjml
下葬	xwzs
下蛋	xwdo'
下行	xwxl
下设	xwue
下课	xwke
下调	xwdr
下贱	xwjc
下跌	xwdv
下跪	xwgk
下身	xwuz
下车	xwve
下载	xwzx
下辈子	xbzn' / xwbpzn
下边	xwbc
下达	xwdy
下部	xwbj
下酒	xwjb
下里巴人	xlbr / xwlnbyrz
下铺	xwpj
下锅	xwgu
下降	xwjg
下限	xwxc
下雨	xwyj
下雨天	xytc / xwyjtc
下雪	xwxf
下面	xwmc
下页	xwye
下颌	xwhe
下颚	xwee
下风	xwfi
下马	xwmy
下马威	xmwp' / xwmywp
不	b / bj' / bjw
不一定	bydl / bjyndl
不一样	byys / bjynys
不一样的	byyd / bjynysde
不一而足	byaz / bjynahzj
不一致	byin / bjynin
不一般	bybo / bjynbo
不三不四	bsbs' / bjsobjsn
不中听	bitl / bjiqtl
不为五斗米折腰	bwwy' / bjwpwjdtmnieya
不为人知	bwri / bjwprzin
不为所动	bwsd / bjwpsudq
不为瓦全	bwwq / bjwpwyqh
不久	bjjb
不久之前	bjiq / bjjbinqc
不久人世	bjru / bjjbrzun
不久以后	bjyh' / bjjbynht
不久前	bjqc / bjjbqc
不义之财	byic / bjynincx
不乏其人	bfqr / bjfyqnrz
不习惯	bxgh' / bjxngh
不买	bjmx
不买账	bmis / bjmxis
不了了之	blli' / bjlrlrin
不了解	bljv / bjlrjv
不予	bjyj
不予理睬	bylc' / bjyjlncx
不予置评	byip / bjyjinpl
不二	bjah
不二之选	baix / bjahinxh
不二法则	bafz / bjahfyze
不二法门	bafm / bjahfymz
不亚于	byyj / bjyyyj
不亦乐乎	bylh / bjynlehj
不亦说乎	byuh / bjynuuhj
不仁不义	brby' / bjrzbjyn
不仅	bjjm
不仅仅	bjjm' / bjjmjm
不仅如此	bjrc / bjjmrjcn
不以为意	bywy / bjynwpyn
不以为然	bywr / bjynwpro
不以为耻	bywv / bjynwpvn
不会	bjhk
不会吧	bhby / bjhkby
不伦不类	blbl / bjldbjlp
不但	bjdo
不但可以	bdky / bjdokeyn
不作为	bzwp' / bjzuwp
不依不饶	bybr / bjynbjra
不便宜	bpyn / bjpcyn
不俗	bjsj
不信	bjxm
不信邪	bxxv' / bjxmxv
不修边幅	bxbf / bjxbbcfj
不值一哂	biyu / bjinynuz
不值一提	biyt / bjinyntn
不值一文	biyw / bjinynwz
不值得	bide / bjinde
不值钱	biqc / bjinqc
不假思索	bjss / bjjwsnsu
不偏不倚	bpby / bjpcbjyn
不做	bjzu
不做亏心事	bzku / bjzukkxmun
不停	bjtl
不停的说	btdu / bjtldeuu
不像你	bxnn / bjxgnn
不像话	bxhw' / bjxghw
不允许	byxj / bjydxj
不光	bjgg
不免	bjmc
不入虎穴	brhx / bjrjhjxf
不全	bjqh
不公	bjgq
不公平	bgpl / bjgqpl
不共戴天	bgdt / bjgqdxtc
不关痛痒	bgty / bjghtqys
不再	bjzx'
不再是	bzun' / bjzxun
不冷	bjli
不冷不热	blbr / bjlibjre
不准	bjid
不减当年	bjdn' / bjjcdsnc
不凡	bjfo
不出意外	bvyw / bjvjynwx
不出所料	bvsl / bjvjsulr
不分轩轾	bfxi / bjfzxhin
不分青红皂白	bfqb / bjfzqlhqzabx
不切实际	bquj / bjqvunjn
不划算	bhsh / bjhwsh
不利于	blyj' / bjlnyj
不到	bjda
不到长城非好汉	bdvh / bjdavsvifphaho
不到黄河心不死	bdhs' / bjdahghexmbjsn
不务正业	bwiy / bjwjiiye
不动产	bdvo / bjdqvo
不动声色	bdus / bjdquise
不动如山	bdru / bjdqrjuo
不劳而获	blah / bjlaahhu
不包括	bbku / bjbaku
不卑不亢	bbbk / bjbpbjks
不单单	bddo / bjdodo
不厌其烦	byqf / bjyoqnfo
不去	bjqj
不及格	bjge / bjjnge
不变	bjbc
不只是	biun / bjinun
不可一世	bkyu / bjkeynun
不可不知	bkbi / bjkebjin
不可以	bkyn / bjkeyn
不可以吗	bkym / bjkeynmy
不可以的	bkyd / bjkeynde
不可企及	bkqj / bjkeqnjn
不可估量	bkgl / bjkegjlg
不可信其无	bkxw / bjkexmqnwj
不可偏废	bkpf / bjkepcfp
不可全信	bkqx / bjkeqhxm
不可兼得	bkjd / bjkejcde
不可分割	bkfg / bjkefzge
不可同日而语	bkty / bjketqrnahyj
不可名状	bkmi / bjkemlig
不可否认	bkfr / bjkeftrz
不可告人	bkgr / bjkegarz
不可外扬	bkwy / bjkewxys
不可多得	bkdd / bjkedude
不可小觑	bkxq / bjkexrqj
不可开交	bkkj / bjkekxjr
不可思议	bksy / bjkesnyn
不可想象	bkxx / bjkexgxg
不可懈怠	bkxd / bjkexvdx
不可或缺	bkhq / bjkehuqf
不可抗力	bkkl / bjkeksln
不可捉摸	bkim / bjkeiumu
不可收拾	bkuu / bjkeutun
不可救药	bkjy / bjkejbya
不可方物	bkfw / bjkefswj
不可替代	bktd / bjketndx
不可理喻	bkly / bjkelnyj
不可知论	bkil / bjkeinld
不可磨灭	bkmm / bjkemumv
不可能	bkni / bjkeni
不可能吧	bknb / bjkeniby
不可能的	bknd / bjkenide
不可言传	bkyv / bjkeyovh
不可言喻	bkyy / bjkeyoyj
不可言状	bkyi / bjkeyoig
不可造次	bkzc / bjkezacn
不可遏制	bkei / bjkeeein
不吃羊肉惹身臊	bvys' / bjvnysrtreuzsa
不吃这一套	bvit / bjvnieynta
不合常理	bhvl / bjhevsln
不合时宜	bhuy / bjheunyn
不合格	bhge / bjhege
不合理	bhln / bjheln
不合群	bhqd / bjheqd
不合适	bhun / bjheun
不同	bjtq
不同之处	btiv / bjtqinvj
不同于	btyj / bjtqyj
不同凡俗	btfs / bjtqfosj
不同凡响	btfx / bjtqfoxg
不同寻常	btxv / bjtqxdvs
不同意	btyn / bjtqyn
不同政见	btij / bjtqiijc
不同的人	btdr / bjtqderz
不同程度	btvd / bjtqvidj
不同程度上	btvu / bjtqvidjus
不名一文	bmyw / bjmlynwz
不名一钱	bmyq' / bjmlynqc
不吐不快	btbk / bjtjbjkl
不吝指教	blij' / bjlminjr
不吝赐教	blcj / bjlmcnjr
不含	bjho
不听使唤	btuh' / bjtlunhh
不听劝	btqh / bjtlqh
不听老人言	btly / bjtllarzyo
不吱声	biui / bjinui
不吵不闹	bvbn / bjvabjna
不和	bjhe
不和谐	bhxv / bjhexv
不哭	bjkj
不喜欢	bxhh / bjxnhh
不回去	bhqj / bjhkqj
不回来	bhlx / bjhklx
不图	bjtj
不在	bjzx
不在乎	bzhj / bjzxhj
不在于	bzyj / bjzxyj
不在其位	bzqw / bjzxqnwp
不在场	bzvs' / bjzxvs
不在家	bzjw' / bjzxjw
不在意	bzyn' / bjzxyn
不在此列	bzcl / bjzxcnlv
不在话下	bzhx / bjzxhwxw
不坏	bjhl
不堪	bjko
不堪一击	bkyj / bjkoynjn
不堪入目	bkrm / bjkorjmj
不堪入耳	bkra / bjkorjah
不堪回首	bkhu / bjkohkut
不堪设想	bkux / bjkouexg
不堪造就	bkzj / bjkozajb
不堪重负	bkif / bjkoiqfj
不声不响	bubx / bjuibjxg
不备	bjbp
不复存在	bfcz / bjfjcdzx
不复当年	bfdn / bjfjdsnc
不外	bjwx
不外乎	bwhj / bjwxhj
不外如是	bwru / bjwxrjun
不多	bjdu
不够	bjgt
不够塞牙缝	bgsf / bjgtsxyyfi
不够意思	bgys / bjgtynsn
不大	bjdy
不大不小	bdbx / bjdybjxr
不大可能	bdkn / bjdykeni
不太一样	btyy / bjtxynys
不太习惯	btxg' / bjtxxngh
不太了解	btlj / bjtxlrjv
不太像	btxg / bjtxxg
不太可能	btkn / bjtxkeni
不太喜欢	btxh / bjtxxnhh
不太好	btha / bjtxha
不太好吧	bthb / bjtxhaby
不太好看	bthk / bjtxhako
不太安全	btaq / bjtxarqh
不太懂	btdq / bjtxdq
不太敢	btgo / bjtxgo
不太方便	btfb / bjtxfsbc
不太明显	btmx / bjtxmlxc
不太明白	btmb / bjtxmlbx
不太清楚	btqv / bjtxqlvj
不太满意	btmy / bjtxmoyn
不太熟悉	btux / bjtxujxn
不太理想	btlx / bjtxlnxg
不太看好	btkh / bjtxkoha
不太舒服	btuf / bjtxujfj
不太认同	btrt / bjtxrztq
不太认识	btru / bjtxrzun
不太赞成	btzv / bjtxzovi
不太适合	btuh / bjtxunhe
不太高兴	btgx / bjtxgaxl
不失为	buwp' / bjunwp
不失时机	buuj / bjununjn
不好	bjha
不好惹	bhre / bjhare
不好意思	bhys / bjhaynsn
不好说	bhuu / bjhauu
不如	bjrj
不如意事常八九	bryj' / bjrjynunvsbyjb
不如授人以渔	bruy / bjrjutrzynyj
不如说	bruu / bjrjuu
不如退而结网	brtw / bjrjtkahjvws
不妙	bjmr
不妥	bjtu
不妨	bjfs
不存芥蒂	bcjd / bjcdjvdn
不学	bjxf
不学无术	bxwu / bjxfwjuj
不守妇道	bufd / bjutfjda
不安	bjar
不安全	baqh' / bjarqh
不安好心	bahx / bjarhaxm
不完全是	bwqu / bjwoqhun
不定期	bdqn / bjdlqn
不宜	bjyn
不宜久留	byjl / bjynjblb
不客气	bkqn / bjkeqn
不宣而战	bxai / bjxhahio
不容	bjrq
不容乐观	brlg / bjrqlegh
不容分说	brfu / bjrqfzuu
不容小觑	brxq' / bjrqxrqj
不容忽视	brhu / bjrqhjun
不容易	bryn' / bjrqyn
不容有失	bryu / bjrqytun
不容置喙	brih / bjrqinhk
不容置疑	briy / bjrqinyn
不寒而栗	bhal / bjhoahln
不对	bjdk
不对劲	bdjm / bjdkjm
不小	bjxr
不小心	bxxm / bjxrxm
不少	bjua
不尽人意	bjry / bjjmrzyn
不尽完美	bjwm / bjjmwomp
不尽然	bjro' / bjjmro
不尽相同	bjxt / bjjmxgtq
不屈不挠	bqbn / bjqjbjna
不屑	bjxv
不屑一顾	bxyg / bjxvyngj
不屑于	bxyj' / bjxvyj
不巧	bjqr
不差	bjvy
不差毫厘	bvhl / bjvyhaln
不希望	bxws / bjxnws
不干不净	bgbj / bjgobjjl
不干胶	bgjr / bjgojr
不平	bjpl
不平则鸣	bpzm / bjplzeml
不平衡	bphi / bjplhi
不幸而言中	bxai' / bjxlahyoiq
不幸言中	bxyi / bjxlyoiq
不应	bjyl
不应该	bygx / bjylgx
不开心	bkxm / bjkxxm
不归路	bglj / bjgklj
不当	bjds
不当家不知柴米贵	bdjg' / bjdsjwbjinvxmngk
不影响	byxg / bjylxg
不徇私情	bxsq' / bjxdsnql
不很	bjhz
不徐不疾	bxbj' / bjxjbjjn
不得	bjde
不得不	bdbj / bjdebj
不得不低头	bdbt / bjdebjdntt
不得不服	bdbf / bjdebjfj
不得了	bdlr / bjdelr
不得人心	bdrx / bjderzxm
不得其所	bdqs / bjdeqnsu
不得其法	bdqf / bjdeqnfy
不得善终	bdui / bjdeuoiq
不得好死	bdhs / bjdehasn
不得已	bdyn / bjdeyn
不得已而为之	bdyi' / bjdeynahwpin
不得无礼	bdwl / bjdewjln
不得有误	bdyw / bjdeytwj
不得而知	bdai / bjdeahin
不得要领	bdyl' / bjdeyall
不必	bjbn
不必在意	bbzy / bjbnzxyn
不必当真	bbdi / bjbndsiz
不必要	bbya / bjbnya
不忍	bjrz
不忍卒读	brzd / bjrzzjdj
不忍直视	briu / bjrzinun
不忘	bjws
不忘初心	bwvx / bjwsvjxm
不忙	bjms
不快	bjkl
不念旧恶	bnje / bjncjbee
不怀好意	bhhy / bjhlhayn
不怎么	bzme / bjzzme
不怎么样	bzmy / bjzzmeys
不怕	bjpy
不怕一万	bpyw / bjpyynwo
不怕不识货	bpbh / bjpybjunhu
不怕死	bpsn / bjpysn
不怕没柴烧	bpmu / bjpympvxua
不思悔改	bshg / bjsnhkgx
不思进取	bsjq / bjsnjmqj
不急	bjjn
不怪	bjgl
不患贫而患不均	bhpj / bjhhpmahhhbjjd
不悦	bjyf
不情之请	bqiq / bjqlinql
不情愿	bqyh / bjqlyh
不惑之年	bhin / bjhuinnc
不惜	bjxn
不惜一切代价	bxyj, / bjxnynqvdxjw
不惜工本	bxgb / bjxngqbz
不想	bjxg
不想多说	bxdu / bjxgduuu
不愁	bjvt
不感兴趣	bgxq / bjgoxlqj
不愧	bjkk
不愿	bjyh
不愿意	byyn' / bjyhyn
不慌	bjhg
不慌不忙	bhbm / bjhgbjms
不慎	bjuz
不懂	bjdq
不懂就问	bdjw / bjdqjbwz
不懂装懂	bdid / bjdqigdq
不懈努力	bxnl / bjxvnjln
不成	bjvi
不成体统	bvtt / bjvitntq
不成其为	bvqw / bjviqnwp
不成敬意	bvjy / bjvijlyn
不成方圆	bvfy / bjvifsyh
不成问题	bvwt / bjviwztn
不战而屈人之兵	biab / bjioahqjrzinbl
不战而胜	biau / bjioahui
不打不相识	bdbu / bjdybjxgun
不打算	bdsh / bjdysh
不打自招	bdzi / bjdyznia
不扯了	bvle' / bjvele
不把自己当外人	bbzr / bjbyznjndswxrz
不折不扣	bibk / bjiebjkt
不折腾	biti / bjieti
不拘一格	bjyg' / bjjjynge
不拘小节	bjxj' / bjjjxrjv
不拘泥于	bjny / bjjjnnyj
不择手段	bzud / bjzeutdh
不指望	biws / bjinws
不按常理	bavl / bjarvsln
不按常理出牌	bavp / bjarvslnvjpx
不排除	bpvj / bjpxvj
不推荐	btjc / bjtkjc
不提	bjtn
不提也罢	btyb / bjtnyeby
不提倡	btvs / bjtnvs
不撞南墙不回头	bint / bjignoqgbjhktt
不支持	bivn / bjinvn
不支持了	bivl / bjinvnle
不攻自破	bgzp / bjgqznpu
不放在眼里	bfzl / bjfszxyoln
不放心	bfxm / bjfsxm
不敌	bjdn
不教而诛	bjai / bjjrahij
不敢	bjgo
不敢当	bgds / bjgods
不敢掠美	bglm / bjgolfmp
不敢相信	bgxx / bjgoxgxm
不敢苟同	bggt / bjgogttq
不敢越雷池一步	bgyb / bjgoyflpvnynbj
不料	bjlr
不斩来使	bilu / bjiolxun
不断	bjdh
不断完善	bdwu / bjdhwouo
不断提高	bdtg / bjdhtnga
不方便	bfbc / bjfsbc
不施粉黛	bufd' / bjunfzdx
不无	bjwj
不无关系	bwgx / bjwjghxn
不无道理	bwdl' / bjwjdaln
不日	bjrn
不早不晚	bzbw / bjzabjwo
不早了	bzle / bjzale
不早说	bzuu / bjzauu
不时之需	buix / bjuninxj
不明	bjml
不明不白	bmbb / bjmlbjbx
不明事理	bmul / bjmlunln
不明白	bmbx / bjmlbx
不明真相	bmix / bjmlizxg
不是	bun, / bjun
不是一个	buyg / bjunynge
不是冤家不聚头	buyt / bjunyhjwbjjjtt
不是吃素的	buvd / bjunvnsjde
不是吗	bumy / bjunmy
不是吧	buby / bjunby
不是哥们	bugm / bjungemz
不是省油的灯	buud / bjunuiytdedi
不是问题	buwt / bjunwztn
不晓得	bxde / bjxrde
不曾	bjci
不服气	bfqn / bjfjqn
不期而至	bqai / bjqnahin
不期而遇	bqay / bjqnahyj
不来	bjlx
不枉此行	bwcx / bjwscnxl
不欢而散	bhas / bjhhahso
不欺暗室	bqau / bjqnarun
不止一次	biyc / bjinyncn
不正之风	biif / bjiiinfi
不正确	biqf / bjiiqf
不死	bjsn
不死不休	bsbx / bjsnbjxb
不死不活	bsbh / bjsnbjhu
不死心	bsxm / bjsnxm
不比不知道	bbbd / bjbnbjinda
不毛之地	bmid / bjmaindn
不求	bjqb
不求人	bqrz / bjqbrz
不求有功	bqyg / bjqbytgq
不求甚解	bquj' / bjqbuzjv
不求闻达于诸侯	bqwh / bjqbwzdyyjijht
不治之症	biii / bjininii
不法之徒	bfit / bjfyintj
不法行为	bfxw / bjfyxlwp
不测	bjce
不测风云	bcfy' / bjcefiyd
不清不楚	bqbv / bjqlbjvj
不清楚	bqvj / bjqlvj
不温不火	bwbh / bjwzbjhu
不满	bjmo
不满意	bmyn / bjmoyn
不灭	bjmv
不灵	bjll
不热	bjre
不然	bjro
不然呢	brne / bjrone
不然的话	brdh / bjrodehw
不爽	bjug
不玩	bjwo
不理	bjln
不理想	blxg' / bjlnxg
不理睬	blcx / bjlncx
不甘于	bgyj / bjgoyj
不甘后人	bghr / bjgohtrz
不甘寂寞	bgjm / bjgojnmu
不甘心	bgxm / bjgoxm
不甘示弱	bgur / bjgounru
不甘落后	bglh / bjgoluht
不甚明了	buml' / bjuzmlle
不用	bjyq
不用了	byle' / bjyqle
不用多说	bydu / bjyqduuu
不用客气	bykq' / bjyqkeqn
不用担心	bydx / bjyqdoxm
不用谢	byxv / bjyqxv
不由	bjyt
不由分说	byfu / bjytfzuu
不由得	byde / bjytde
不由自主	byzi / bjytznij
不男不女	bnbn' / bjnobjnk
不畏强暴	bwqb / bjwpqgba
不留	bjlb
不留余地	blyd / bjlbyjdn
不留情面	blqm / bjlbqlmc
不留痕迹	blhj / bjlbhzjn
不疼	bjti
不疾不徐	bjbx' / bjjnbjxj
不痛不痒	btby / bjtqbjys
不痛快	btkl / bjtqkl
不登大雅之堂	bddt / bjdidyyyints
不白之冤	bbiy / bjbxinyh
不相上下	bxux / bjxgusxw
不相为谋	bxwm / bjxgwpmt
不相信	bxxm' / bjxgxm
不相称	bxvi / bjxgvi
不相符	bxfj / bjxgfj
不省人事	bxru / bjxlrzun
不看僧面看佛面	bksm / bjkosimckofumc
不着痕迹	bihj / bjiehzjn
不着调	bidr / bjiedr
不着边际	bibj' / bjiebcjn
不瞒你说	bmnu / bjmonnuu
不知不觉	bibj / bjinbjjf
不知为不知	biwi / bjinwpbjin
不知为何	biwh / bjinwphe
不知其二	biqa / bjinqnah
不知其所以然	biqr / bjinqnsuynro
不知凡几	bifj / bjinfojn
不知去向	biqx / bjinqjxg
不知名	biml / bjinml
不知天高地厚	bith / bjintcgadnht
不知好歹	bihd / bjinhadx
不知就里	bijl / bjinjbln
不知廉耻	bilv / bjinlcvn
不知情	biql / bjinql
不知所云	bisy / bjinsuyd
不知所措	bisc / bjinsucu
不知所终	bisi / bjinsuiq
不知死活	bish / bjinsnhu
不知深浅	biuq / bjinuzqc
不知生死	bius / bjinuisn
不知羞耻	bixv / bjinxbvn
不知者不罪	biiz / bjiniebjzk
不知肉味	birw / bjinrtwp
不知趣	biqj / bjinqj
不知轻重	biqi / bjinqliq
不知进退	bijt / bjinjmtk
不知道	bid / bida / bjinda
不知道为什么	bidm / bjindawpuzme
不知道了	bidl / bjindale
不知高低	bigd / bjingadn
不确定	bqdl / bjqfdl
不确定性	bqdx / bjqfdlxl
