;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
s	去
snin	奇了怪了
snip	枪管
snir	强国
snit	奇了怪
sniu	墙根
sgd	觑
sgk	龋
sgj	苣
snk	墙纸
snkv	强者
snkc	强制
snke	千里之堤
snkg	抢注
snkh	抢占
snkk	情理之中
snkn	强壮
snkq	千里之行
snku	强震
sgrt	朐
sgcs	蛐
snle	抢拍
sgms	阒
snlj	枪炮
snlr	强迫
sgvq	岖
snma	千里马
snmd	清理门户
sgx	癯
snmm	墙面
snmm	巧立名目
sgt	区
snnc	强力
snnl	强烈
snnt	强令
snnx	强邻
snny	抢掠
snom	千里送鹅毛
sgvf	取
sgna	曲
snpp	其乐融融
snpr	强弱
snpu	强人
snq	前列腺
snqs	抢修
snqb	娶了媳妇忘了娘
snqc	抢戏
snql	枪械
snqm	抢先
snqn	强项
snqt	强行
sgyf	趣
sgru	瞿
sgdv	觑
sntz	枪口
sgkf	龋
sntq	墙里开花墙外香
sgjh	苣
snua	枪法
snui	墙缝
sgjc	䓛
snx	枪毙
snxc	墙壁
snxd	趋利避害
snxg	七老八十
snxi	曲里八拐
snxj	强暴
snxm	墙边
snxn	七零八落
snxo	七零八碎
snxu	千里不同风
sq	恰
snyz	墙头
snyd	枪膛
snyh	抢滩
snyo	清丽脱俗
snyr	枪托
squ	掐
snyu	千里同风
snyy	千里迢迢
sqq	恰
sqg	卡
soww	前所未闻
sowf	前所未有
sowh	前所未见
sown	千丝万缕
sqe	洽
sozp	轻松自如
sqi	髂
soba	寝食难安
sqgx	卡
sodg	起死回生
sodq	前思后想
soet	穹顶
sofz	穷游
soft	轻松愉快
sogs	情随事迁
sogg	起诉书
sohg	穷举
sohx	穷尽
squh	掐
sqqt	恰
sqet	洽
sqit	髂
soik	穷鬼
soir	穷国
sqt	匼
sqtt	匼
sf	群
sfl	裙
sfz	逡
soll	琴瑟琵琶
somq	奇思妙想
sono	穹隆
soop	穷酸
sopu	穷人
soqf	轻松写意
sotf	穷困
sotg	穷苦
sfff	群
soxd	七死八活
sflt	裙
sfzw	逡
scee	沏
spss	全球
spsl	权且
spsm	圈钱
spsp	全权
spst	全清
spsu	恰如其分
spsx	全勤
scmx	骐
spww	权威
spwd	拳王
spwe	圈外
spwg	全无
spwu	全文
spzv	全责
spzc	圈子
spzg	劝阻
spzg	前人栽树
spzn	前人栽树，后人乘凉
spvv	全额
smhs	钎
scj	芑
scge	碶
spbw	圈内
spbi	全能
snb	嫱
spbm	全年
snbt	嫱
slse	猰
spcd	全场
spci	全称
spci	全程
sob	嬛
spcu	权臣
spdi	权衡
spdk	全会
sobf	嬛
spez	全都
spea	拳打
spec	圈地
sped	权当
sglo	袪
spej	劝导
spek	全队
spem	圈点
spet	圈定
sxm	檎
sxme	檎
sxmf	骎
spfc	权益
spfg	痊愈
spfg	情人眼里出西施
spfh	泉眼
spfm	千人一面
sxhf	锓
spfo	气若游丝
spfp	全员
spfq	确认一下
spfy	杞人忧天
spg	权势
spgz	亲如手足
spgc	全市
spgc	诠释
spgd	券商
spgg	权术
spgi	全省
spgk	泉水
spgr	劝说
spgu	全身
sxv	嵚
sph	情人节
sphs	劝酒
sxqa	慬
sphb	全角
sphc	拳击
scjx	萁
sphf	全军
sphg	全局
sphl	劝解
sphq	全家
spht	全景
spig	颧骨
spij	劝告
spik	权贵
spip	亲如骨肉
spir	全国
scc	蛴
sccx	蜞
spje	全才
spjf	全村
sctq	嘁
scht	锜
sczt	踦
spkz	泉州
spkc	全职
spkh	全栈
spki	权证
spko	权重
spku	齐人之福
splb	全票
splf	欺软怕硬
splg	拳谱
splh	全盘
splm	全篇
splt	全屏
splx	全拼
scgv	𨙸
spmz	权谋
spma	全码
scgt	呇
spmj	全貌
scav	郪
spmm	全面
spmt	全名
spmx	全民
spn	权力
spnc	权利
spnr	全裸
scjt	䓫
spob	强人所难
spog	全速
sczf	跂
spor	蜷缩
scdm	棨
scgq	磜
sppc	全日
sppd	全让
spph	全然
scax	鲯
stjt	苘
spqb	全校
spqc	全息
spql	沁人心脾
spqm	权限
spqn	劝降
spqp	全选
spqq	泉下
spqx	全新
stjm	檠
std	黥
sta	鲭
spth	全看
sptj	全靠
star	鲭
sptp	全款
spua	拳法
spug	全副
spuu	沁人肺腑
stw	勍
stgr	碃
spxg	全部
spxh	全班
spxh	求人不如求己
spxn	弃若敝履
spxt	权柄
spxu	全本
spy	全套
snd	炝
spyz	拳头
spyc	全体
spyg	欺人太甚
spyj	圈套
spyk	劝退
spym	全天
sndk	炝
sqsb	恰巧
sqsf	全心全意
sqsq	恰恰
sqws	气象万千
sqwf	确信无疑
sqwt	千辛万苦
sqzc	卡子
sqbm	前些年
sqdj	恰好
sqdn	齐心合力
snc	蜣
sqes	牵线搭桥
sqeb	掐掉
sqed	恰当
sqep	掐断
snck	蜣
sqf	倾向于
sqfv	缺心眼儿
sqfe	浅显易懂
sqff	气息奄奄
sqfg	趋向于
sqfh	缺心眼
sqfk	泉下有知
sqfm	取信于民
sqfx	抢先一步
snh	镪
sqgg	全校师生
sqgu	缺心少肺
snp	戗
sqh	气象局
sqhz	抢险救灾
sqhv	穷凶极恶
sqhg	谦虚谨慎
sqhi	曲线救国
snpi	戗
sqif	清心寡欲
sqik	奇形怪状
snhr	锖
snw	玱
snwk	玱
sqkc	裙下之臣
sqkf	潜心专研
sqkg	掐住
snjc	蔃
sqlp	穷乡僻壤
smxg	搴
sqnv	取消了
sqoc	恰似
sqop	掐算
sqpg	恰如
sqpn	其臭如兰
sqpt	求贤若渴
smcm	椠
sqqn	齐心协力
smcq	愆
smpa	佥
sqtv	卡壳
sqtk	其心可诛
sqtn	勤学苦练
smq	慊
smvt	岍
smr	肷
squi	恰逢
smrp	肷
sqxf	其心必异
sqye	气象台
sqyh	洽谈
sqyo	清新脱俗
smys	圲
st	情况
smpv	伣
stss	请求
stsb	轻巧
stsc	氢气
stsg	情趣
smjr	蒨
stsp	清泉
smgb	磏
stst	轻轻
smb	犍
stww	轻微
stwa	青蛙
stwg	请勿
stwk	穷寇勿追
stwn	晴空万里
stwu	请问
stzd	青藏
stzj	清早
stzr	请坐
smbz	犍
stab	请安
stac	情爱
smbh	孅
stbm	青年
sbin	鞒
stcv	清澈
stca	清查
stcd	情场
stcf	青春
stcg	清楚
stcg	清除
stci	倾城
stcj	清朝
sbpe	劁
stcu	清晨
sbo	缲
stdv	庆贺
stde	青海
stdq	清华
stdt	情怀
sbom	缲
steb	情调
stec	情敌
stec	轻敌
stef	乾坤大挪移
steg	轻度
steg	旗开得胜
steh	清单
stej	青岛
stem	清点
sbgw	硗
stf	情谊
stfz	清幽
stfa	清雅
stfc	轻易
stfg	情欲
stfh	青烟
stfp	情愿
sbrr	睄
stft	轻盈
sbgn	硚
stgc	请示
stgc	轻视
stgd	情商
stgd	轻伤
stgg	情书
stgh	青山
stgi	轻声
stgk	清水
stgn	清爽
slxk	癿
stgt	轻率
ssjh	艽
sth	清静
sthb	请教
sthb	青椒
sthl	情节
sthl	清洁
sthm	请柬
sthq	请假
stht	情景
sthx	请进
ssts	赇
stiv	情歌
sssh	犰
stih	情感
stij	清高
stik	轻轨
stin	青光
stio	轻功
stip	清官
stiq	青瓜
ssps	俅
stjv	清册
stjc	请辞
stjd	清仓
stje	青菜
ssk	巯
stjj	情操
stjk	清脆
ssz	逑
sszs	逑
ssi	鞧
stkz	青轴
stkg	庆祝
stkh	顷刻之间
stki	清蒸
stko	轻重
ssif	鞧
stku	清真
ssj	萩
ssjd	萩
stlt	清屏
stlx	清贫
stmw	青梅
stml	轻蔑
stmm	情面
stmt	清明
sszh	鼽
stn	巧克力
stns	清流
stnz	青楼
stnc	清理
stnd	晴朗
stne	青睐
stne	穷困潦倒
stnk	情侣
stnm	清廉
stnn	清凉
stno	青龙
stnt	清零
stnt	轻灵
sto	青涩
stov	青色
stog	倾诉
stoj	清扫
stoo	轻松
stop	清算
ssht	訄
ssdb	鹙
stpz	轻柔
sswl	璆
spa	鬈
stpu	情人
spak	鬈
stq	情况下
stqs	清秀
stqb	倾销
stqc	清晰
stqg	情绪
stql	倾斜
stqm	清闲
stqn	倾向
stqn	清香
stqq	情况下
spys	畎
stqt	情形
stqt	清醒
stqx	清新
stqx	轻信
spk	筌
spkw	筌
sttv	请客
sttg	清苦
stth	请看
stto	清空
spq	悛
sttt	轻快
spqw	悛
stug	情妇
stug	轻浮
stui	清风
spcw	辁
stuu	情分
spp	佺
stxe	清白
stxj	情报
stxm	轻便
spmk	棬
stxr	轻薄
sty	蜻蜓
styb	轻佻
styd	清汤
stye	青苔
styg	倾吐
styk	清退
styl	请帖
stym	晴天
styo	青铜
styt	倾听
su	缺乏
susc	潜伏期
susd	恰逢其会
suww	全方位
suwk	全副武装
subc	巧妇难为无米之炊
sudf	前俯后仰
sudh	前赴后继
sudj	千分号
suef	情非得已
sueg	棋逢对手
suej	棋逢对手，将遇良才
sufg	确非易事
suiv	秋风过耳
sukc	千分之
sukf	千分之一
suky	切肤之痛
sumf	清风明月
sunf	凄风冷雨
suof	秋风扫落叶
suog	秋风送爽
suok	千夫所指
suqo	秋风萧瑟
suqt	启发性
sutf	凄风苦雨
suxc	全封闭
suxe	起伏不定
suxh	千方百计
suyf	气愤填膺
spw	瑔
sxs	瞧不起
sxsc	亲戚
sxsg	去不去
sxsl	亲切
sxsn	秦腔
sxsp	侵权
sxst	亲情
sxsx	亲亲
spag	鳈
sxwd	亲王
sxwd	千变万化
sxwg	勤务
sxwh	千百万
spr	𨟠
sxwu	亲吻
sxz	翘辫子
sxzz	齐步走
sxza	勤杂
sxzc	亲自
sxzh	情不自禁
sxzk	亲嘴
sprv	𨟠
sxvp	亲耳
soic	蛩
sxba	擒拿
sxbc	亲昵
sxbm	七八年
sxbn	千百年来
sok	筇
sokv	筇
sxce	钦差
sxcg	泣不成声
sxcj	秦朝
sxdv	亲和
sxde	侵害
sxdh	秦汉
sxdq	侵华
sxdr	擒获
sojn	䓖
sxew	穷兵黩武
soih	銎
sxek	七八点钟
sxel	亲爹
sxem	钦点
sxen	气不打一处来
sygq	悫
sxer	侵夺
sxet	钦定
sxfz	亲友
sxfb	祛病延年
sxfg	勤于
sxfh	亲眼
sxfo	秦俑
sxfu	七八月份
sxg	岂不是
sxgz	禽兽
sxgc	寝室
sxgg	亲属
sxgh	亲善
sxgi	亲生
sxgr	切不说
sxgu	亲身
sye	汋
sxhs	前不久
syyf	埆
sxhg	情报局
sxhh	情比金坚
sxhm	勤俭
symr	棤
sxhq	起步价
sxhx	亲近
sxiz	岂不怪哉
syr	𨟠
sxig	敲边鼓
syrv	𨟠
sxir	气不过
sgxn	劬
sxjc	钦赐
sxje	芹菜
sgxb	鸲
sgjm	蕖
sxkv	噙着
sxkc	却不知
sxke	前不着村，后不着店
sxkg	擒住
sxkh	侵占
sxki	勤政
sxlw	钦佩
sxlg	琴谱
sxli	亲朋
sgjz	蘧
sxma	亲妈
sxmc	亲密
sgdw	黢
sgrm	氍
sxmg	钦慕
sxmm	勤勉
sxmt	钦命
sxnb	去不了
sxnc	亲历
sxne	起不来
sxng	拳不离手
sxnj	勤劳
sxnm	勤练
sxnt	秦岭
sxnt	曲不离口
sxnx	亲临
sxny	侵略
sggm	磲
sxov	琴瑟
sxok	七八岁
sgw	璩
sxpv	亲热
sgf	诎
sgys	坥
sxpg	侵入
sxpj	侵扰
sxpu	亲人
sgmo	㭕
sgvs	𪨰
sxqc	侵袭
sgro	胠
sxqx	亲信
sxqy	勤学
sgnt	竘
sxtz	亲口
sgh	鼩
sgeu	灈
sxtq	岂不可惜
sxtt	勤快
sxtu	勤恳
sgcf	蠼
sql	袷
sqlt	袷
sxuh	侵犯
squx	拤
sxuu	勤奋
sqj	葜
sxxz	千杯不醉
sxxc	亲笔
sqje	葜
sxxu	前半部分
sxyv	丘比特
sxyf	侵吞
sfi	麇
sfid	麇
sysw	掐头去尾
sysb	鹊桥
sysc	青铜器
sysl	确切
sysm	缺钱
sysx	缺勤
sywn	前途无量
sywq	千头万绪
sywx	前途未卜
syzc	瘸子
syze	却在
syzj	确凿
sybi	却能
syc	钱塘潮
sycj	雀巢
syct	亲痛仇快
sxia	廑
sydz	全天候
sydh	缺憾
scqr	愭
sydr	缺货
sttr	圊
syev	缺德
syeg	蜻蜓点水
syem	缺点
syet	确定
syfz	却又
syfv	却也
syfd	缺氧
syfd	情投意合
syfj	却要
syfy	雀跃
smms	杄
sygz	情同手足
sygc	确实
sygc	缺失
sygd	气吞山河
sbdd	燋
sygi	缺省
sygj	缺少
sygk	缺水
slkh	箧
sygr	却说
spbk	婘
syhm	情同姐妹
syie	缺钙
syig	清汤寡水
syin	奇谈怪论
syip	情同骨肉
sgum	麹
sftd	囷
syjc	缺词
syjf	求同存异
syjj	墙头草
syku	确诊
syln	晴天霹雳
sxip	𫷷
symw	却没
symn	穷途末路
stor	𬘬
smip	𫷷
smor	𬘬
a	啊
sync	确立
syof	缺损
sypd	却让
sypu	确认
syqc	缺席
syqm	缺陷
syqx	确信
aa	阿
aar	腌
sytz	缺口
sytv	缺课
syth	囚徒困境
aat	吖
syua	缺乏
aatw	嗄
aav	阿
syxw	却被
syxg	却不
syxh	雀斑
syxh	齐头并进
syxj	确保
syxp	青天白日
aavt	阿
aare	腌
ad	昂
syyl	缺铁
adf	盎
adr	肮
ws	完全
wsss	委曲求全
wswf	无情无义
wswg	无权无势
wswh	无穷无尽
wswi	无牵无挂
wshb	挖墙脚
wsiw	无权过问
wskh	万全之计
wski	外强中干
wskj	万全之策
wsmd	乌漆墨黑
wsmm	温情脉脉
wsof	忘其所以
wsot	为情所困
wsqc	五禽戏
wsqx	望其项背
wsx	为期不远
wsxz	乌七八糟
wsxf	无奇不有
wsxg	无巧不成书
wsxy	完全不同
wsyq	无期徒刑
wsyy	雾气腾腾
adfm	盎
adrh	肮
adrv	昂
wwss	完完全全
ac	爱
wwsc	为期
wwsc	围棋
wwsf	围裙
wwsg	委屈
wwsl	畏怯
wwsn	围墙
wwsp	维权
actq	哎
act	唉
www	呜呜呜呜
wwws	望闻问切
acj	艾
acu	挨
wwwd	威望
wwwg	威武
wwwh	委婉
wwwu	慰问
aclf	爱
acy	埃
acg	矮
wwzc	位子
wwzc	五味杂陈
wwzg	维族
wwzj	伪造
wwzk	畏罪
acw	哀
wwzq	嗡嗡作响
acx	癌
wwvz	维吾尔族
wwvv	巍峨
actf	嗳
acgj	碍
wwvf	温文尔雅
acr	暧
acb	嫒
wwvk	无为而治
wwvn	无往而不利
wwvp	维吾尔
wwvy	娓娓而谈
acv	隘
wwab	未按
wwac	胃癌
acf	霭
acjk	蔼
acxh	皑
acl	爱
acjq	艾
acgb	矮
wwbb	唯唯诺诺
wwbb	歪歪扭扭
wwbe	喂奶
wwbh	为难
wwbi	未能
wwbm	舞文弄墨
acxv	癌
acrf	暧
wwcc	维持
wwcd	未尝
wwci	围城
wwcj	伪钞
wwcn	微创
acbf	嫒
wwd	无外乎
acvm	隘
wwdv	为何
acfk	霭
wwde	危害
wwdf	未婚
wwdg	维护
ab	安
wwdj	尾号
wwdp	为患
wwdr	尾货
abu	按
abp	俺
wwez	唯我独尊
wwea	伟大
wweb	微雕
wwee	稳稳当当
wwef	委顿
wweg	唯独
wwei	尾灯
abx	案
wwen	娓娓道来
abr	暗
wweq	未完待续
abxb	安
wwet	未定
abv	岸
wwey	娓娓动听
abi	庵
wwfz	唯有
wwfv	尾页
wwfa	威压
abrb	胺
wwfd	喂养
wwfg	位于
wwfg	万无一失
wwfh	威严
abs	氨
wwfp	委员
abd	黯
wwfy	违约
abib	鞍
wwgs	文武双全
wwgz	为首
wwgv	威慑
wwga	为啥
abf	谙
wwgc	卫视
wwgf	望文生义
wwgg	尾数
abh	铵
wwgi	卫生
abm	桉
abe	鹌
abub	按
abpe	俺
wwgu	委身
abrr	暗
wwhs	五味俱全
abvi	岸
abie	庵
wwhb	围剿
wwhc	危机
wwhf	伪军
wwhg	畏惧
wwhh	文文静静
wwhk	围魏救赵
wwhl	未接
wwhm	未见
wwhq	为佳
wwht	味精
absb	氨
wwhx	围巾
wwhy	味觉
wwiv	伟哥
wwih	桅杆
abdr	黯
wwij	位高
wwik	违规
wwin	微光
wwio	围攻
wwip	围观
wwir	为国
abfr	谙
abmb	桉
abeb	鹌
ar	奥
aru	熬
wwjc	为此
wwji	未曾
arp	傲
are	澳
wwkz	无妄之灾
wwkv	围着
art	嗷
wwkc	位置
wwkd	违章
wwke	文武之道
wwkf	为准
wwkf	唯物主义
wwkg	为主
wwki	蔚为壮观
wwkk	完完整整
arle	奥
wwkn	伪装
wwko	为重
wwku	威震
wwle	委派
wwlh	尾盘
arl	袄
wwmw	唯美
wwmb	微妙
wwmc	萎靡
wwme	万万没有想到
wwmg	帷幕
wwmh	未满
wwmi	威猛
aruw	敖
wwmm	卫冕
wwmm	未免
wwmr	微末
wwmt	威名
wwmx	为民
wwn	玩完了
wwnv	为了
wwnc	威力
wwne	未来
wwnh	蔚蓝
wwnj	慰劳
wwnl	伪劣
wwnm	娃娃脸
wwnn	微量
wwno	围拢
wwnt	违令
arn	凹
arun	拗
wwof	为我所用
wwok	尾随
wwok	玩物丧志
wwoo	畏畏缩缩
wwop	胃酸
wwor	萎缩
arua	鳌
ary	坳
arus	獒
arx	翱
wwph	蔚然
wwpj	围绕
wwpk	葳蕤
aruc	螯
wwpo	为荣
wwpr	微弱
wwpu	为人
arum	骜
wwqs	维修
wwqb	微笑
wwqc	维系
wwql	威胁
wwql	猥亵
wwqm	危险
wwqn	未向
wwqo	为兄
wwqq	歪歪斜斜
wwqt	卫星
arq	懊
wwqx	威信
arz	遨
aruh	鏊
ari	鏖
arud	熬
wwtz	胃口
wwtv	未可
arpw	傲
wwtd	违抗
wwte	未开
wwtf	围困
wwto	唯恐
wwtp	尾款
aree	澳
wwu	微风
artw	嗷
wwua	违法
wwud	潍坊
wwug	未付
wwuh	违反
wwui	威风
arlf	袄
wwxs	威武不屈
wwxw	违背
wwxa	尾巴
arna	凹
wwxc	未必
wwxg	尾部
wwxk	无微不至
wwxn	无往不利
wwxr	微薄
wwxt	胃病
wwxu	为本
aryn	坳
arxq	翱
wwyb	微调
arqe	懊
wwyi	胃疼
wwyo	胃痛
wwyr	委托
wz	文字
wzsc	五子棋
wzsd	万紫千红
wzsf	外资企业
wzsk	无足轻重
wzze	妄自尊大
wzzg	畏罪自杀
wzcj	妄自揣测
wzcn	望子成龙
wzeq	危在旦夕
wzey	稳坐钓鱼台
wzfq	文字游戏
wzhs	五脏俱全
wzhm	无则加勉
wzmg	外祖母
wznc	屋子里
wznu	五脏六腑
wzqc	晚自习
wzuz	王子犯法与庶民同罪
wzug	外祖父
wzux	妄自菲薄
wzxt	乌兹别克
wzxy	乌兹别克斯坦
wzyg	无字天书
wv	玩儿
wvsx	望而却步
wvfq	莞尔一笑
wvgw	望而生畏
wvkf	万恶之源
wvma	沃尔玛
wvuf	忘恩负义
wvxz	无恶不作
arzw	遨
wawa	娃娃
wazz	挖走
wazc	袜子
wazg	佤族
arih	鏖
aco	欸
acop	欸
acwf	瑷
wabc	我爱你
aah	锕
aaht	锕
aatf	吖
wacg	挖出
aatt	啊
adl	卬
waec	洼地
waeo	挖洞
adlv	卬
wafo	蛙泳
wahl	瓦解
wahy	挖掘
waip	瓦罐
actm	嗌
walm	瓦片
wamw	挖煤
acgq	砹
wana	哇啦
wanc	瓦砾
waoc	瓦斯
waoe	哇塞
acvf	叆
ach	锿
achf	锿
acgw	毐
acyk	堨
acyg	埃
wate	挖开
watg	挖苦
wati	挖坑
watn	挖矿
wato	挖空
abt	唵
waud	瓦房
abte	唵
wauu	挖坟
waxg	挖补
aby	埯
absi	犴
wayv	瓦特
abyb	垵
wb	无奈
wbsc	窝囊气
wbsq	畏难情绪
wbwn	无能为力
wbay	瓦努阿图
wbem	问牛答马
wbfk	玩弄于鼓掌之中
wbgr	毋宁说
wbhb	忘年交
wbhc	五年级
wbhd	万念俱灰
wbhm	万能键
wbkg	污泥浊水
wbkh	忘年之交
wbkq	无奈之下
wbkx	无能之辈
wbmo	未能免俗
wbnc	万年历
wboc	威尼斯
wbp	未能如愿
wbpf	吴侬软语
wbpn	委内瑞拉
wbpu	五内如焚
wbuw	窝囊废
wc	完成
wcsf	无出其右
wcsg	望穿秋水
wcwe	问长问短
wcaz	龌龊腌臜
wcag	无处安身
wcbk	外弛内张
wcbm	未成年
wcbp	未成年人
wcej	胃肠道
wcfl	维持原判
wchh	无产阶级
wcjg	无处藏身
wckv	无产者
wckf	无耻之尤
wcky	无耻之徒
wcma	无重码
wcmh	望尘莫及
wcnv	完成了
wcok	物超所值
wcts	无处可去
wcxs	卧床不起
wcxz	无处不在
wcxt	未尝不可
aba	𩽾
abpm	盦
wdss	网球
wdsw	微乎其微
wdsc	未婚妻
wdsf	万壑千岩
wdsg	望去
wdsm	往前
wdsp	王权
wdsy	忘却
aruv	聱
wdww	王位
arb	媪
wdwb	问寒问暖
wdwd	往往
wdwe	往外
arbm	媪
wdwo	完好无损
arw	璈
wdwr	忘我
wdwu	网文
wdzc	王子
wdzc	为虎作伥
wdzr	往左
wdzu	玩火自焚
arww	璈
wdaz	呜呼哀哉
ariw	廒
wdbh	往南
wdbm	往年
arf	岙
ara	奡
wdcd	往常
wdce	文化程度
wdcg	王储
wdci	妄称
wdcj	王朝
aran	奡
wdco	网虫
wdcx	外汇储备
wdd	王后
wddz	往后
wddf	亡魂
wddk	往回
wddt	忘怀
arv	隩
arve	隩
wdez	网兜
wdeb	忘掉
wdej	王道
wdem	网点
wdeo	往东
wdeq	武汉大学
wdex	五花大绑
wdf	网友
wdfw	我还以为
wdfz	往右
wdfv	网页
wdfc	网易
wdfd	汪洋
wdfh	网眼
wdfx	网银
wdfy	望月
wdg	往上
acvh	𬮿
wdgc	往事
wdgd	网上
wdgi	旺盛
wdh	旺季
wdhc	忘记
wdhd	王侯将相宁有种乎
wdhg	文化局
wdhm	望见
wdhq	王侯将相
wdht	网警
b	你
ba	那
wdiz	网购
wdiv	网格
wdif	无后顾之忧
wdig	亡故
wdin	忘光
wdio	王宫
wdip	网关
wdip	网管
wdir	王国
wdjn	卧虎藏龙
wdkv	望着
wdkc	网址
wdkg	玩忽职守
wdkh	网站
wdkk	乌合之众
wdkn	万壑争流
wdle	王牌
bap	拿
bat	哪
wdma	王码
wdmc	网迷
wdmt	网名
wdmx	网民
wdn	忘了
wdnv	忘了
wdne	往来
wdng	网路
wdnm	网恋
wdnr	网络
wdnt	亡灵
wdod	五湖四海
wdof	忘乎所以
wdog	网速
wdpz	五花肉
wdpc	往日
wdph	枉然
batb	呐
bao	纳
wdqc	往西
wdqf	未婚先孕
wdqm	网线
wdqn	妄想
wdqq	往下
bab	娜
bah	钠
bau	捺
bag	南
wdtv	网课
wdta	网卡
wdtb	外行看热闹
wdtg	无话可说
bagi	南
wdu	未婚夫
wduw	王妃
wdua	王法
wdug	王府
wduh	往返
wdui	望风
wdx	王八
wdxw	往北
wdxa	网吧
wdxe	维和部队
wdxg	无话不说
wdxm	五花八门
wdxu	忘本
wdxy	无话不谈
wdy	万花筒
wdyg	妄图
wdyh	网坛
wdyo	网通
wdyx	物华天宝
baob	纳
we	外
we	味道
wesc	外企
wesg	歪曲
wesn	外墙
wesx	外勤
weww	外围
wewd	外网
wewg	外务
wewk	误打误撞
wewu	外文
wezc	外资
weze	外在
wezg	外族
wezk	歪嘴
wezp	无地自容
babv	娜
bauq	捺
webs	舞刀弄枪
wecc	弯道超车
wecg	外出
wecp	外传
wedd	外行
wedj	外号
wedk	外汇
wedp	外患
weeb	外调
weec	外地
weee	外带
weef	围点打援
weeo	无底洞
wefc	外衣
wefd	外扬
weff	外运
wefg	外语
wefh	外延
wefk	无动于衷
wefm	问道于盲
wefo	外用
wefp	外援
wefq	无敌于天下
wefr	无独有偶
wefx	外因
weg	外甥
wegz	无敌手
wegv	外设
wegc	外事
wegd	外伤
wegh	武当山
wegi	外省
wegj	五短身材
wegx	无胆鼠辈
weh	外接
wehs	五毒俱全
wehb	外交
wehc	外籍
wehl	外界
wehm	外间
wehq	外加
weht	外景
weio	外公
weip	外观
weiq	外挂
weir	外国
wejv	外侧
weje	外财
weji	外层
wekz	五大洲
wekc	外置
wekd	外长
weke	外债
wekj	外罩
wekk	歪打正着
wekp	外传
weky	未定之天
bx	您
wele	外派
bxp	您
welr	外婆
wema	外码
weme	外卖
wemf	五斗米折腰
wemj	外贸
wemm	外面
wemn	危地马拉
wen	完蛋了
wens	外流
wenv	歪了
wenc	外力
wene	外来
weng	外露
weny	王道乐土
weof	外孙
weoj	五大三粗
wepu	外人
weq	稳定性
weqb	外销
weqg	外需
weql	外泄
weqm	外线
weqn	外向
weqt	外形
weqt	外星
weqx	外心
wet	外壳
wetv	外科
bxpq	您
wetn	外框
wett	外快
weud	外放
weug	无的放矢
weui	歪风
bj	闹
wexb	外表
wexc	外币
wexe	尾大不掉
wexg	外部
wexj	外包
bjmh	闹
wexm	外边
wexu	无毒不丈夫
wexx	外宾
weyz	外头
weyj	外套
wf	唯一
wfsf	万语千言
wfsk	蜿蜒曲折
wfsn	沃野千里
wfws	无欲无求
wfwz	无影无踪
wfwc	无冤无仇
wfwd	无怨无悔
wfwe	无用武之地
wfwh	无以为继
wfwi	无缘无故
wfwn	无忧无虑
wfwt	无依无靠
wfwu	文言文
wfwx	无以为报
wfze	文以载道
wfzi	无欲则刚
wfzk	乌鸦嘴
wfvk	勿以恶小而为之
wfvp	玩意儿
wfba	维也纳
wfbf	无语凝噎
wfbu	外圆内方
wfcm	未雨绸缪
wfd	毋庸讳言
wfdf	污言秽语
wfed	汪洋大海
wfef	微言大义
wfei	唯有读书高
wfem	晚一点
wffc	望眼欲穿
wffe	无言以对
wffg	无异于
wffh	我意已决
wffi	唯一一个
wffj	唯一一次
wffm	无业游民
wffn	万有引力
wfgw	勿以善小而不为
wfgc	无疑是
wfgh	武夷山
wfht	望远镜
wfig	玩于股掌之上
wfio	无用功
wfks	乌烟瘴气
wfkv	闻一知二
wfkf	毋庸置疑
wfkg	无源之水
wfkk	无意之中
wfko	无意中
wfkx	五洋捉鳖
wfmx	乌云密布
wfnw	无一例外
wfnc	无压力
wfne	万应灵丹
wfnh	物以类聚
wfno	五颜六色
wfnx	无与伦比
wfok	物有所值
wfoy	危言耸听
wfpf	无业人员
wfqc	玩游戏
wfqh	婉言谢绝
wfqi	物以稀为贵
wfqj	为伊消得人憔悴
wfqm	无一幸免
wfqq	问一下
wfqy	望洋兴叹
wfth	无药可救
wfty	五羊开泰
wfuh	无以复加
wfuu	五月份
wfxs	五音不全
wfxg	晚一步
wfxk	无一不知
wfxn	亡羊补牢
bjr	脑
wgss	务求
wgsc	武器
wgsg	误区
wgsg	万水千山
wgsm	五千
wgsn	物伤其类
wgso	无穷
wgsp	无权
wgst	无情
wgsy	无缺
bju	挠
wgww	无谓
wgww	畏首畏尾
bjx	孬
wgwd	无望
wgwe	屋外
wgwg	无误
wgwh	五万
wgwh	万寿无疆
bjq	恼
bjw	瑙
wgwq	无声无息
wgwr	无我
bje	淖
wgwt	无时无刻
bjh	铙
wgzw	乌贼
wgzc	物资
wgzd	五脏
wgzk	无罪
wgzy	无师自通
bjrt	脑
bjuw	挠
bjxz	孬
bjqt	恼
bjwq	瑙
bjeg	淖
bjhw	铙
wgac	无碍
bek	乃
beb	奶
bev	耐
bee	奈
bej	萘
wgbc	忤逆
wgbc	污泥
wgbi	无能
wgbk	舞女
wgbm	五年
wgbo	务农
