;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=32
Pinyin=@
PinyinLength=32
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a	安
casv	愺
catj	草图
catr	螬
catt	草头
caui	草绳
cauj	草书
caut	操守
cavg	草创
cavhjvjc	草船借箭
cavn	操持
cavs	操场
cavt	鼜
cawg	㽩
cawj	草屋
caxm	操心
caxn	草席
caxr	傮
caxv	草鞋
caxx	肏
caya	草药
cayd	漕运
caye	草叶
cayf	草约
cayh	草原
cayj	草鱼
cazq	操纵
cazu	操作
cazutx	操作台
cazuxntq	操作系统
cazy	嘈杂
cazyfzlh	嘈杂纷乱
cbbj	残兵败将
cbbl	寸步不离
cbbr	残暴不仁
cbci	从不曾
cbda	猜不到
cbdj	残编断简
cbdy	词不达意
cbhk	才不会
cbij	藏不住
cbiw	草本植物
cbiy	才不至于
cbjf	猝不及防
cble	错不了
cbli	残杯冷炙
cbnh	寸步难行
cbny	寸步难移
cbqb	擦边球
cbrd	惨不忍睹
cbun	才不是
cbwh	慈悲为怀
cbzn	错别字
ccbd	措辞不当
ccbl	寸草不留
ccbu	寸草不生
ccdd	层层叠叠
ccdm	璀璨夺目
ccho	擦擦汗
cclu	草草了事
ccmm	匆匆忙忙
ccpm	残次品
ccrn	凑凑热闹
ccuv	草草收场
ccuw	草草收尾
ccyh	从此以后
cd	存
cd	村
cd	寸
cd	忖
cd	邨
cd	皴
cd	蹲
cd	踆
cd	膥
cd	䍎
cd	侟
cd	刌
cd	吋
cd	壿
cd	拵
cd	澊
cd	竴
cd	籿
cdbc	竴
cdbj	寸步
cdbjbjln	寸步不离
cdbjnohs	寸步难行
cdbjnoyn	寸步难移
cdca	寸草
cdcabjlb	寸草不留
cdcabjui	寸草不生
cdcd	刌
cdda	存到
cddc	澊
cddj	忖度
cddo	存单
cdds	存档
cddx	从大到小
cddx	存贷
cdfj	村妇
cdfs	存放
cdgh	存管
cdgh	村官
cdgj	村姑
cdgz	存根
cdhjynxm	存乎一心
cdhk	皴
cdhu	存活
cdic	村
cdic	籿
cdie	存折
cdig	村庄
cdij	存贮
cdix	村寨
cdiz	村镇
cdjc	吋
cdjd	从刀尖上爬过来的
cdjy	惨淡经营
cdkh	存款
cdkt	村口
cdlb	存留
cdlg	存量
cdln	村里
cdlu	村落
cdmd	寸
cdmm	村民
cdpo	存盘
cdqa	䍎
cdqc	财大气粗
cdqc	存钱
cdqj	存取
cdqz	拵
cdrj	存入
cdsc	忖
cdtjbjrs	寸土不让
cdtjbnii	寸土必争
cdtjcdjm	寸土寸金
cdue	村舍
cduz	存身
cdvj	存储
cdvs	村长
cdvz	存
cdwc	壿
cdwe	邨
cdwl	此地无银三百两
cdwp	存为
cdws	存亡
cdwsjfxj	存亡绝续
cdwy	此地无银
cdxj	存续
cdxm	存心
cdxz	侟
cdye	村野
cdyepnfj	村野匹夫
cdyn	存疑
cdytsuvs	寸有所长
cdyx	膥
cdzc	蹲
cdzn	村子
cdzx	存在
cdzxgo	存在感
cdzy	踆
ce	策
ce	测
ce	侧
ce	册
ce	厕
ce	恻
ce	栅
ce	筴
ce	粣
ce	笧
ce	萗
ce	箣
ce	蓛
ce	㥽
ce	㨲
ce	㩍
ce	䇲
ce	䈟
ce	䊂
ce	䔴
ce	䜺
ce	側
ce	冊
ce	厠
ce	夨
ce	廁
ce	惻
ce	憡
ce	拺
ce	敇
ce	測
ce	畟
ce	筞
ce	簎
ce	荝
ce	萴
cebb	冊
cebc	侧边
cecd	荝
cecd	萴
cece	测测
ceck	䔴
cecs	萗
cecy	蓛
cedd	测
cedd	測
cedj	测度
cedl	测定
cedq	策动
ceeh	侧耳
cefi	册封
cefo	策反
cegm	册
cehk	测绘
cehw	策划
ceic	栅
ceic	粣
cein	䊂
cein	厕纸
cejj	测距
cekq	测控
celc	侧脸
celf	策略
celg	测量
cemc	侧面
cemj	侧目
cemjehun	侧目而视
cemn	夨
cemr	䜺
cemy	敇
cemy	策马
cemyysbc	策马扬鞭
cemz	侧门
ceod	廁
cepc	笧
cepd	箣
cepd	䈟
cepf	筴
cepf	䇲
cepi	筞
cepl	测评
cepn	策
cepr	簎
ceqi	㨲
ceqn	㩍
ceqn	拺
cero	恻然
cesd	恻
cesd	惻
cesh	测算
cesj	测速
cesl	㥽
cesn	憡
cess	拆东墙，补西墙
cesu	厕所
cetd	厕
cetd	厠
ceuk	侧睡
ceun	测试
ceunbo	测试版
ceuz	侧身
ceuzqnjc	厕身其间
cevj	测出
cevq	侧重
cevqyj	侧重于
cewu	侧卧
cewy	畟
cexd	侧
cexd	側
ceyl	策应
ceym	恻隐
ceyminxm	恻隐之心
ceyn	侧翼
ceyo	测验
cezjqnjc	厕足其间
cezn	册子
cfbv	此风不可长
cfoc	尺有所短，寸有所长
cfqd	成也萧何，败也萧何
cfsk	吃一堑，长一智
cfsl	餐风宿露
cfyl	餐风饮露
cgbd	才高八斗
cgdj	从古到今
cgij	从古至今
cgjv	踩过界
cgle	错过了
cgli	残羹冷炙
cguf	残羹剩饭
cgww	菜过五味
cgxf	成事不足，败事有余
cgyh	挫骨扬灰
ch	窜
ch	篡
ch	蹿
ch	撺
ch	爨
ch	汆
ch	镩
ch	攒
ch	竄
ch	窾
ch	㠝
ch	㭫
ch	㵀
ch	㸑
ch	䆘
ch	䞼
ch	䰖
ch	巑
ch	攛
ch	攢
ch	櫕
ch	欑
ch	殩
ch	濽
ch	灒
ch	熶
ch	穳
ch	窽
ch	簒
ch	躥
ch	鋑
ch	鑹
chak	熶
chal	穳
chbl	残花败柳
chda	窜到
chdd	采花大盗
chdi	殩
chdl	濽
chdl	灒
chdu	篡夺
chdv	㵀
chel	㠝
chel	巑
chel	从何而来
chfp	鑹
chft	镩
chfy	鋑
chga	爨
chga	㸑
chgr	聪慧过人
chgu	篡国
chgx	篡改
chhy	才华横溢
chil	櫕
chil	欑
chiw	㭫
chjm	窜进
chjn	催化剂
chlf	䆘
chlp	竄
chlt	窜
chlx	窾
chlx	窽
chml	䰖
chnf	错恨难返
chpd	慈航普度
chph	篡
chph	簒
chqh	篡权
chql	攢
chqp	攛
chqt	撺
chqx	攒
chrj	窜入
chst	沧海桑田
chta	窜逃
chuc	仓皇失措
chuq	从何说起
chvi	才华出众
chvj	窜出
chvt	仓皇出逃
chwp	篡位
chwv	䞼
chxv	汆
chyi	沧海遗珠
chys	沧海一粟
chyx	存乎一心
chzj	此话怎讲
chzp	躥
chzt	蹿
ci	曾
ci	层
ci	蹭
ci	噌
ci	嶒
ci	㣒
ci	㬝
ci	䁬
ci	䉕
ci	層
ci	曽
ci	橧
ci	竲
ci	驓
cibr	竲
cici	层层
cicidvdv	层层叠叠
cicn	层次
cida	蹭到
cidk	曾对
cidr	蹭掉
cidv	层叠
cidy	粗枝大叶
cier	嶒
cifo	蹭饭
ciga	层高
cigj	操之过急
ciir	橧
ciir	驓
cijj	财政局
cijl	曾经
cijlcshx	曾经沧海
cijlcshxnowpuk	曾经沧海难为水
cijn	层级
cijnheun	曾几何时
cijr	噌
cilg	㣒
cilmjmro	层林尽染
cilr	曾
cilr	曽
cilz	粗制滥造
cimc	层面
cipr	䉕
cirr	㬝
cirr	䁬
cirz	曾任
cisd	曾孙
ciun	曾是
ciuu	曾说
ciuu	财政税收
cive	蹭车
civh	层
civjbjqq	层出不穷
civn	蹭吃
civncihe	蹭吃蹭喝
civr	層
ciwj	财政危机
ciws	蹭网
ciyi	藏着掖着
ciyl	从中渔利
ciyn	残渣余孽
ciyt	曾有
ciyx	粗中有细
cizg	从中作梗
cizj	曾祖
cizjfj	曾祖父
cizjmj	曾祖母
cizr	蹭
cizx	曾在
cj	促
cj	粗
cj	簇
cj	醋
cj	猝
cj	蹙
cj	蹴
cj	徂
cj	殂
cj	蔟
cj	卒
cj	趣
cj	趋
cj	酢
cj	麄
cj	趨
cj	顣
cj	麆
cj	麤
cj	踧
cj	脨
cj	㗤
cj	㤘
cj	㰗
cj	䃚
cj	䎌
cj	䓚
cj	䙯
cj	䛤
cj	䟟
cj	䠓
cj	䠞
cj	䢐
cj	䥄
cj	䥘
cj	䬨
cj	噈
cj	媨
cj	怚
cj	憱
cj	橻
cj	瘄
cj	瘯
cj	皻
cj	縬
cj	觕
cj	誎
cj	趗
cj	踿
cj	蹵
cj	麁
cj	鼀
cjak	皻
cjba	粗暴
cjbj	粗布
cjbjjnfs	猝不及防
cjbn	粗鄙
cjbz	粗笨
cjca	粗糙
cjch	曾经沧海
cjcu	䓚
cjcu	曾经沧海难为水
cjcv	蔟
cjdq	促动
cjdu	殂
cjdy	粗大
cjed	伺机而动
cjeg	擦肩而过
cjfr	䥄
cjfr	䥘
cjfs	粗放
cjfy	猝发
cjgg	粗犷
cjgl	麁
cjgx	䙯
cjhu	粗活
cjhu	曾几何时
cjhw	粗话
cjig	粗壮
cjindyye	粗枝大叶
cjinloza	粗制滥造
cjiqytxn	粗中有细
cjit	橻
cjiu	粗
cjix	㰗
cjjj	蹴鞠
cjjk	噈
cjjm	促进
cjjmzuyq	促进作用
cjko	粗看
cjkp	酢
cjkr	醋
cjks	縬
cjkt	粗口
cjlf	粗略
cjlg	粗粮
cjlj	粗鲁
cjlk	粗率
cjll	麄
cjlr	瘄
cjlt	粗陋
cjlv	瘯
cjlv	粗劣
cjmp	蹙眉
cjnk	媨
cjnk	觕
cjol	麤
cjou	麆
cjpv	簇
cjqc	粗浅
cjqn	粗气
cjrh	惨绝人寰
cjrl	从谏如流
cjrm	草菅人命
cjro	猝然
cjrv	脨
cjrz	粗人
cjse	㤘
cjsh	醋酸
cjsh	葱姜蒜
cjsj	粗俗
cjsk	憱
cjsn	猝死
cjsu	怚
cjsx	䎌
cjtn	粗体
cjtozn	醋坛子
cjtq	粗通
cjtq	从今天起
cjtqwzmu	粗通文墨
cjtu	徂
cjtu	从今天开始
cjtx	䟟
cjuj	粗疏
cjun	促使
cjuv	猝
cjvi	促成
cjvq	粗重
cjvv	䃚
cjvydofo	粗茶淡饭
cjwe	趋
cjwg	趨
cjwh	从今往后
cjwk	趣
cjwp	鼀
cjwp	醋味
cjwx	趗
cjxc	粗线
cjxf	䬨
cjxl	刺激性
cjxm	粗心
cjxmdyyn	粗心大意
cjxn	粗细
cjxntoxm	促膝谈心
cjxr	促销
cjxx	促
cjye	粗野
cjyh	从今以后
cjyj	㗤
cjyl	顣
cjyq	簇拥
cjyv	卒
cjyv	誎
cjyx	蹙
cjyx	䛤
cjyx	蹵
cjyx	辞旧迎新
cjza	踿
cjzk	蹴
cjzk	踧
cjzk	䠓
cjzs	䠞
cjzu	䢐
cjzy	促进作用
ck	粹
ck	脆
ck	催
ck	摧
ck	翠
ck	崔
ck	悴
ck	萃
ck	瘁
ck	啐
ck	璀
ck	淬
ck	榱
ck	缞
ck	毳
ck	漼
ck	衰
ck	隹
ck	粋
ck	膬
ck	臎
ck	膵
ck	脺
ck	翆
ck	紣
ck	磪
ck	趡
ck	㔍
ck	㝮
ck	㥞
ck	㧘
ck	㯔
ck	㯜
ck	㱖
ck	㳃
ck	㵏
ck	㷃
ck	㷪
ck	䂱
ck	䃀
ck	䄟
ck	䆊
ck	䊫
ck	䔴
ck	䢪
ck	䧽
ck	伜
ck	倅
ck	凗
ck	啛
ck	墔
ck	崒
ck	嵟
ck	忰
ck	慛
ck	椊
ck	槯
ck	濢
ck	焠
ck	熣
ck	獕
ck	琗
ck	疩
ck	皠
ck	竁
ck	綷
ck	縗
ck	脃
ck	襊
ck	鏙
ck	顇
ck	㜠
ck	䙑
ck	䜃
ckal	䆊
ckan	㷪
ckaq	熣
ckat	㷃
ckav	焠
ckbn	催逼
ckbo	催办
ckcj	催促
ckck	䔴
ckco	摧残
ckco	璀璨
ckcodumj	璀璨夺目
ckcv	萃
ckdq	漼
ckdq	凗
ckdv	淬
ckdv	㳃
ckdv	㵏
ckdv	濢
ckeq	崔
ckeq	嵟
ckev	崒
ckfq	鏙
ckgj	脆骨
ckgk	襊
ckgk	䙑
ckgq	䧽
ckhk	缞
ckhk	摧毁
ckhw	催化
ckhwjn	催化剂
ckii	毳
ckii	㯔
ckij	翠竹
ckik	榱
ckiq	䊫
ckiq	槯
ckis	䄟
ckiv	粹
ckiv	粋
ckiv	㯜
ckiv	椊
ckix	催债
ckjn	啛
ckjv	啐
ckkh	催款
ckkjlyxb	摧枯拉朽
ckkk	縗
ckkv	紣
ckkv	綷
ckli	竁
cklk	㝮
cklk	翠绿
cklp	催泪
cklpdo	催泪弹
cklq	皠
cklv	瘁
cklv	疩
cklx	摧枯拉朽
ckmc	催眠
ckmcqj	催眠曲
ckml	催命
ckmpieya	摧眉折腰
ckni	才可能
cknq	㜠
ckpd	㔍
ckpv	㧘
ckpv	㱖
ckqj	萃取
ckqq	摧
ckraijwp	翠绕珠围
ckri	膬
ckrl	脃
ckrp	脆
ckru	脆弱
ckrv	臎
ckrv	膵
ckrv	脺
ckrzfzjm	催人奋进
ckrzlpxw	催人泪下
cksq	慛
cksv	翠
cksv	悴
cksv	翆
cksv	㥞
cksv	忰
ckui	催生
ckuq	獕
ckut	催收
ckve	䂱
ckvibyix	摧城拔寨
ckvn	䃀
ckvo	催产
ckvq	磪
ckwe	吃着碗里的，望着锅里的
ckwn	吃着碗里，望着锅里
ckwp	翠微
ckwq	趡
ckwq	墔
ckxg	脆响
ckxq	催
ckxq	隹
ckxv	伜
ckxv	倅
ckyj	翠玉
ckyk	衰
ckyl	顇
ckyq	璀
ckyv	琗
ckyw	䜃
ckzj	䢪
clbj	从来不
clbt	此路不通
clbv	错漏百出
clby	从来不用
clcq	猜来猜去
clcu	草率从事
clcy	擦了擦
cldm	灿烂夺目
cldo	催泪弹
clek	CL 地址
clhh	灿烂辉煌
cljr	层林尽染
clku	从零开始
clmy	从来没有
clwh	藏龙卧虎
clyi	错落有致
cmci	聪明才智
cmeu	侧目而视
cmfw	聪明反被聪明误
cmgf	城门失火，殃及池鱼
cmhl	猜枚行令
cmiy	摧眉折腰
cmjb	草木皆兵
cmjd	聪明绝顶
cmll	聪明伶俐
cmqj	催眠曲
cmqk	从目前来看
cmrz	聪明人
cmtq	从明天起
cmtu	从明天开始
cmum	慈眉善目
cmuq	才貌双全
cmxq	财迷心窍
cmyb	策马扬鞭
cmyg	从没有过
cmyt	从没有
cmyu	聪明一世
cmyx	草莽英雄
cn	此
cn	次
cn	词
cn	刺
cn	辞
cn	慈
cn	磁
cn	茨
cn	赐
cn	瓷
cn	雌
cn	伺
cn	祠
cn	疵
cn	鹚
cn	呲
cn	糍
cn	茈
cn	跐
cn	莿
cn	佽
cn	泚
cn	玼
cn	差
cn	兹
cn	粢
cn	詞
cn	餈
cn	薋
cn	賜
cn	辭
cn	鴜
cn	飺
cn	㓨
cn	㘂
cn	㘹
cn	㞖
cn	㠿
cn	㡹
cn	㢀
cn	㤵
cn	㩞
cn	㹂
cn	䂣
cn	䆅
cn	䈘
cn	䓧
cn	䖪
cn	䗹
cn	䛐
cn	䦻
cn	䧳
cn	䨏
cn	䭣
cn	䯸
cn	䰍
cn	䲿
cn	䳄
cn	䳐
cn	佌
cn	偨
cn	刾
cn	呰
cn	啙
cn	垐
cn	嬨
cn	庛
cn	朿
cn	柌
cn	栨
cn	濨
cn	珁
cn	甆
cn	皉
cn	礠
cn	絘
cn	縒
cn	茦
cn	蛓
cn	螆
cn	蠀
cn	趀
cn	辝
cn	辤
cn	骴
cn	髊
cn	鮆
cn	鶿
cn	鷀
cn	齹
cn	堲
cn	䙻
cnal	䆅
cnan	慈爱
cnar	此岸
cnbjdyyn	词不达意
cnbn	刺鼻
cnbp	慈悲
cnbpwphl	慈悲为怀
cnbv	辞别
cncd	莿
cncl	茈
cncl	薋
cncm	䓧
cncn	茦
cncn	此次
cncx	茨
cnda	刺刀
cndb	餈
cndc	词典
cndi	粢
cndl	泚
cndn	䳐
cndn	此地
cndnwjym	此地无银
cndnwjymsobxlg	此地无银三百两
cndr	辞掉
cnds	濨
cndw	垐
cndx	次
cndx	磁带
cndy	瓷
cneh	刺耳
cnez	䦻
cnfd	㓨
cnfd	刾
cnfibjkevs	此风不可长
cnfj	赐福
cnfo	此番
cnfs	次方
cnge	䙻
cngj	祠
cngj	刺骨
cngp	赐给
cngq	辞工
cngt	才能够
cngv	辭
cngv	辤
cngz	肏你个嘴
cnhk	词汇
cnhs	此行
cnhspjdj	慈航普度
cnht	伺候
cnht	此后
cnhv	辝
cnhw	此话
cnhwzzjg	此话怎讲
cnhx	辞海
cnih	瓷砖
cnij	柌
cnik	糍
cnik	词缀
cnin	辞职
cniq	此种
cnix	栨
cnjbylxm	辞旧迎新
cnjc	此间
cnjj	此举
cnjl	呲
cnjn	刺激
cnjnehdq	伺机而动
cnjnxl	刺激性
cnjr	赐教
cnjs	㘂
cnjy	赐
cnke	此刻
cnkj	词
cnkj	齹
cnkj	词库
cnko	差
cnko	縒
cnkx	䨏
cnkx	絘
cnle	辞了
cnlj	䛐
cnlj	此路
cnljbjtq	此路不通
cnlk	兹
cnll	疵
cnll	皉
cnln	鹚
cnln	鶿
cnln	鷀
cnln	磁力
cnlp	此类
cnlr	磁疗
cnls	慈
cnlv	此列
cnly	甆
cnmd	刺
cnmj	慈母
cnmn	朿
cnmpuomj	慈眉善目
cnmv	䰍
cnmx	䯸
cnmy	次码
cnnc	次年
cnnk	次女
cnns	嬨
cnnx	此乃
cnol	庛
cnol	骴
cnon	㢀
cnoo	髊
cnou	㡹
cnow	堲
cnpb	飺
cnpf	㠿
cnpj	呰
cnpj	啙
cnpk	䈘
cnpl	此
cnpl	瓷瓶
cnpm	鮆
cnpm	词频
cnpn	鴜
cnpn	䳄
cnpo	磁盘
cnpq	雌
cnpq	䧳
cnpt	䖪
cnpu	刺破
cnpw	㘹
cnqc	此前
cnqi	㩞
cnqj	辞去
cnql	刺青
cnqn	瓷器
cnqnbnfj	此起彼伏
cnqq	词穷
cnrj	刺入
cnrn	次日
cnry	賜
cnrz	此人
cntk	螆
cntk	辞退
cntl	蠀
cntn	㹂
cnto	刺探
cntq	刺痛
cntr	词条
cnts	䗹
cnts	祠堂
cntv	磁铁
cnui	此生
cnuiwjho	此生无憾
cnuizxhx	次生灾害
cnuj	次数
cnun	此时
cnuncndn	此时此地
cnuncnke	此时此刻
cnunwjuiuiytui	此时无声胜有声
cnuo	慈善
cnus	刺伤
cnuv	辞
cnuy	刺杀
cnuz	刺身
cnvh	刺穿
cnvi	辞呈
cnvj	此处
cnvk	磁
cnvl	䂣
cnvn	㞖
cnvn	䲿
cnvs	礠
cnvs	磁场
cnvsbnhe	此唱彼和
cnvsbnxr	此长彼消
cnvt	蛓
cnwg	趀
cnwp	刺猬
cnwx	此外
cnwz	此文
cnxb	䭣
cnxb	刺绣
cnxg	慈祥
cnxh	次选
cnxhfj	磁悬浮
cnxi	偨
cnxj	伺
cnxj	次序
cnxl	佌
cnxl	雌性
cnxn	慈禧
cnxq	雌雄
cnxqtqtn	雌雄同体
cnxqyntn	雌雄异体
cnxrbnvs	此消彼长
cnxv	辞谢
cnxx	佽
cnya	次要
cnyh	从那以后
cnyj	詞
cnyj	词语
cnyj	赐予
cnyl	玼
cnyn	词义
cnyo	刺眼
cnyovyyn	此言差矣
cnyy	珁
cnyylvzk	呲牙咧嘴
cnza	辞藻
cnzj	词组
cnzl	跐
cnzs	㤵
co	参
co	残
co	餐
co	惨
co	灿
co	蚕
co	惭
co	璨
co	粲
co	骖
co	黪
co	䅟
co	掺
co	孱
co	篸
co	蠶
co	驂
co	㘔
co	㛑
co	㜗
co	㣓
co	㥇
co	㦧
co	㨻
co	㱚
co	㺑
co	㻮
co	㽩
co	㿊
co	䍼
co	䏼
co	䑶
co	䗝
co	䗞
co	䘉
co	䙁
co	䛹
co	䝳
co	䣟
co	䫮
co	䬫
co	䱗
co	䳻
co	傪
co	儏
co	參
co	叄
co	叅
co	喰
co	嘇
co	囋
co	嬠
co	慘
co	慙
co	慚
co	憯
co	摲
co	摻
co	朁
co	殘
co	湌
co	澯
co	燦
co	爘
co	穇
co	薒
co	蝅
co	蠺
co	謲
co	鏒
co	飡
co	黲
co	㰫
co	䉔
coab	爘
coae	灿
coag	黪
coag	䅟
coag	穇
coag	黲
coai	燦
coar	惨案
coauhk	残奥会
coba	残暴
cobabjrz	残暴不仁
cobb	餐
cobcdhjc	残编断简
cobg	㣓
cobi	粲
cobjrzdj	惨不忍睹
cobl	䝳
cobl	残兵
coblbxjg	残兵败将
cobm	䱗
cobn	㛑
cobo	参半
cobpliin	残杯冷炙
cobx	惨败
cocd	残存
coci	薒
cocnpm	残次品
coda	餐刀
codb	湌
codb	飡
codf	残
codi	澯
codn	残敌
codo	殘
codo	惨淡
codojlyl	惨淡经营
codq	残冬
codr	㱚
codt	蚕豆
coel	䫮
cofg	鏒
cofisjlj	餐风宿露
cofiymlj	餐风饮露
cofp	残废
cogh	餐馆
cogh	参观
cogi	残羹
cogiliin	残羹冷炙
cogiuifo	残羹剩饭
cogj	参股
cogo	䙁
cogt	䗝
cohg	参
cohg	參
cohh	叄
cohs	叅
cohu	惨祸
cohwbxlb	残花败柳
cohx	残骸
coia	参照
coig	骖
coig	驂
coig	惨状
coii	参政
coin	残值
coio	参展
coiu	餐桌
coiy	残渣
coiyyjnv	残渣余孽
cojb	喰
cojb	残旧
cojc	参见
cojd	参军
cojfrzhh	惨绝人寰
cojg	嘇
cojj	残局
cojj	餐具
cojl	㘔
cojl	囋
cojl	惨景
cojm	餐巾
cojn	残疾
cojr	惨叫
cojw	参加
coka	参考
cokj	残酷
cokk	惭愧
coko	参看
cokr	䍼
colb	残留
cole	惨了
colo	灿烂
colodumj	灿烂夺目
colohkhg	灿烂辉煌
colr	㿊
colv	惨烈
come	䣟
comr	朁
comt	蠶
comt	参谋
conc	残年
cong	㜗
coni	嬠
conx	㰫
cooc	楚虽三户，亡秦必楚
copcdhjc	残篇断简
copg	篸
copo	䉔
copr	䑶
copu	残破
coqf	摲
coqf	残缺
coqfbjqh	残缺不全
coqg	掺
coqg	摻
coqh	餐券
coro	䏼
coro	惨然
corufoxl	灿若繁星
corz	残忍
cosd	残损
cose	惭色
cosf	惭
cosf	慚
cosg	惨
cosg	慘
cosn	惨死
cosn	蚕丝
coso	㥇
cosr	㦧
cosr	憯
cosx	参赛
cotc	参天
cotl	餐厅
cotn	䳻
cotq	惨痛
cots	慙
cotsuifo	残汤剩饭
cott	参透
cotv	㨻
coug	㺑
coui	残生
couj	参数
coun	蚕食
counjltd	蚕食鲸吞
couy	残杀
cove	餐车
covh	残喘
covo	参禅
covq	惨重
covy	参差
covybjqn	参差不齐
covybjyn	参差不一
covyculu	参差错落
covz	孱
cowg	㽩
cowj	参悟
cowjrzda	惨无人道
cowt	蚕
cowt	䗞
cowt	䘉
cowt	蝅
cowt	蠺
coxd	䬫
coxf	残雪
coxg	傪
coxh	参选
coxi	儏
coxr	惨笑
coyf	参阅
coyg	謲
coyhdhbn	残垣断壁
coyi	璨
coyj	参与
coyjdj	参与度
coyl	残影
coym	餐饮
coyo	参演
coyq	蚕蛹
coys	㻮
coyv	䛹
coza	惨遭
cozatjlj	惨遭屠戮
cozo	参赞
cozy	参杂
cpdj	残篇断简
cpgj	擦屁股
cphv	吃人家饭，受人家管
cpqd	仇人相见，分外眼红
cq	从
cq	匆
cq	聪
cq	丛
cq	葱
cq	囱
cq	淙
cq	枞
cq	苁
cq	琮
cq	骢
cq	璁
cq	悰
cq	熜
cq	茐
cq	賨
cq	蓯
cq	聦
cq	鏦
cq	聰
cq	蔥
cq	驄
cq	誴
cq	謥
cq	聡
cq	㗰
cq	㼻
cq	䉘
cq	䕺
cq	䳷
cq	叢
cq	囪
cq	婃
cq	孮
cq	従
cq	徔
cq	徖
cq	從
cq	忩
cq	怱
cq	悤
cq	愡
cq	慒
cq	憁
cq	暰
cq	棇
cq	楤
cq	樅
cq	樬
cq	樷
cq	欉
cq	漎
cq	漗
cq	潀
cq	潈
cq	潨
cq	灇
cq	焧
cq	爜
cq	瑽
cq	瞛
cq	碂
cq	篵
cq	繱
cq	藂
cq	蟌
cq	賩
cq	錝
cq	鍯
cq	鏓
cq	騘
cq	㜡
cq	㞱
cq	䐫
cq	䟲
cq	䢨
cqak	爜
cqas	熜
cqas	焧
cqbf	此起彼伏
cqbj	从不
cqbjci	从不曾
cqbq	残缺不全
cqch	茐
cqcj	匆促
cqck	䕺
cqcn	藂
cqcn	从此
cqcnynht	从此以后
cqcq	匆匆
cqcqmsms	匆匆忙忙
cqcs	葱
cqcs	蔥
cqcs	怱
cqcx	苁
cqcx	蓯
cqdajcuspygulxde	从刀尖上爬过来的
cqdk	灇
cqdn	潈
cqdn	潨
cqds	淙
cqds	漗
cqdx	漎
cqdx	潀
cqdydaxr	从大到小
cqeh	从而
cqer	㞱
cqes	聪
cqes	聦
cqes	聰
cqes	聡
cqfo	从犯
cqfs	錝
cqfs	鍯
cqfs	鏓
cqfx	鏦
cqgd	囪
cqgjdajm	从古到今
cqgjinjm	从古至今
cqgr	才气过人
cqgs	悤
cqgy	囱
cqhe	从何
cqheehlx	从何而来
cqheuuqn	从何说起
cqhk	聪慧
cqhkgurz	聪慧过人
cqhl	猜拳行令
cqhw	葱花
cqii	从政
cqik	樷
cqik	欉
cqiq	从中
cqiqyjln	从中渔利
cqiqzugi	从中作梗
cqis	骢
cqis	驄
cqis	棇
cqis	楤
cqis	樬
cqis	騘
cqix	枞
cqix	樅
cqjc	从简
cqjcrjlb	从谏如流
cqjd	从军
cqjg	葱姜
cqjgsh	葱姜蒜
cqjm	从今
cqjmtckxun	从今天开始
cqjmtcqn	从今天起
cqjmwsht	从今往后
cqjmynht	从今以后
cqjx	㗰
cqkh	从宽
cqkk	叢
cqks	繱
cqld	匆
cqlf	从略
cqlg	从良
cqlk	葱绿
cqll	賨
cqllkxun	从零开始
cqlm	丛林
cqls	忩
cqlx	藏起来
cqlx	从来
cqlxbj	从来不
cqlxbjyq	从来不用
cqlxmpyt	从来没有
cqmjqclxko	从目前来看
cqml	聪明
cqmlcxin	聪明才智
cqmlfobpcqmlwj	聪明反被聪明误
cqmljfdl	聪明绝顶
cqmlllln	聪明伶俐
cqmlrz	聪明人
cqmltckxun	从明天开始
cqmltcqn	从明天起
cqmlynun	聪明一世
cqmm	聪敏
cqmp	从没
cqmpyt	从没有
cqmpytgu	从没有过
cqms	匆忙
cqns	婃
cqnx	㜡
cqnyynht	从那以后
cqps	䉘
cqpx	篵
cqqc	从前
cqql	从轻
cqqlvjin	从轻处置
cqrq	从容
cqrqbjpu	从容不迫
cqrqjbyn	从容就义
cqrqyldk	从容应对
cqrs	賩
cqrx	暰
cqrx	瞛
cqrx	䐫
cqsj	从速
cqsr	慒
cqss	悰
cqss	愡
cqss	憁
cqtcehjg	从天而降
cqtp	徔
cqts	徖
cqts	蟌
cqtt	从头
cqttdawp	从头到尾
cqttkxun	从头开始
cqttlxgu	从头来过
cqttzxlx	从头再来
cqtx	従
cqtx	從
cqty	㼻
cqui	丛生
cquj	从属
cqun	从事
cquniniq	从始至终
cquorjlb	从善如流
cqusdaxw	从上到下
cqvi	从轻处置
cqvs	碂
cqvsjnyn	从长计议
cqvsyhko	从长远看
cqwjdayt	从无到有
cqwp	从未
cqwpjcgu	从未见过
cqwpytgu	从未有过
cqxczxkxun	从现在开始
cqxm	丛
cqxn	䳷
cqxr	从小
cqxrdady	从小到大
cqxx	从
cqye	从业
cqyi	藏巧于拙
cqyl	聪颖
cqynehiq	从一而终
cqynkxun	从一开始
cqyo	从严
cqys	琮
cqys	璁
cqys	誴
cqys	謥
cqyt	从优
cqyx	瑽
cqza	从早
